IDMonument,MonNumber,MonName,IDMonType,IDState,IDRegion,MonDescription,MonLength,MonWide,MonSquare,MonLayer,IDSquareType,IDSoilType,IDWaterType,IDRiverReliefType,IDLocalReliefForm,MonDateToTheFort,IDArrangementType,FerrousMetallurgy,NonferrousMetallurgy,Agriculture,IDMapNumber,IDCurrentState,Active,Location Specified,MonTatarCodeNumber,IDMonCultureBelonging,AnotherCultureLayers,MonDecimalLatitude,MonDecimalLongitude,MonLatitude,MonLongitude
649,137,"Балымерское II",2,3,90,"На ЮВ окраине д. Балымеры, в 300 м к ЮВ от Балымерского Шолома, на краю надлуговой террасы левого берега р. Волги, по левую сторону оврага.",250,140,35000,40,4,,2,7,3,0,2,0,0,0,149,,1,0,2761,34,34,5.4847650000000002e+01,4.8969486111000002e+01," 54° 50' 52"""," 48° 58' 10"""
650,138,"Балымерское III",2,3,90,"На ЮВ окраине д. Балымеры, в 400 м к ЮВ от Балымерского Шолома,  на краю надлуговой террасы левого берега р. Волга, на месте Балымерского I городища.",80,70,5600,,2,,2,7,3,0,2,0,0,0,149,,1,0,2762,35,35,5.4846699999999998e+01,4.8963600000000000e+01," 54° 50' 48"""," 48° 57' 49"""
651,139,"Балымерское IV",2,3,90,"В 100 м к ЮВ от Ю конца д. Балымеры, на левом берегу Волги. На левом берегу оврага у Ю конца села, в 100 м к З от Балымерского городища, на краю коренного берега.",120,60,7200,120,2,,2,7,3,0,2,0,0,0,149,,1,0,2763,36,36,5.4846291667000003e+01,4.8966783333000002e+01," 54° 50' 47"""," 48° 58' 0"""
652,140,"Балымерское V",2,3,90,"В 1—0,8 км к ЮВ от с. Балымеры, на левом берегу Волги. На краю надпойменной террасы левого берега р. Волги, за валом Балымерского I городища, в 400 м от него.",100,60,6000,90,2,,2,7,3,0,2,0,0,0,149,,1,0,2764,37,37,5.4846711110999998e+01,4.8972758333000002e+01," 54° 50' 48"""," 48° 58' 22"""
1045,142,"Полянское II",2,3,90,"В 200 м к СЗ от церкви с. Полянки, на левом берегу Волги.",120,110,13200,65,3,,2,5,8,0,3,0,0,0,149,,1,0,,430,430,5.4826636110999999e+01,4.8984025000000003e+01," 54° 49' 36"""," 48° 59' 2"""
648,143,"Балымерское II (Турецкая Крепость)",1,3,90,"В З км к северу от д. Балымеры, на левом берегу Филиппова оврага, левого притока Волги. В удалении от реки, на мысу треугольной формы.",60,35,2100,5,2,,3,5,8,0,4,0,0,0,149,,1,0,2758,33,33,5.4890072222000001e+01,4.8941797221999998e+01," 54° 53' 24"""," 48° 56' 30"""
1231,144,"Урнякское",1,3,90,"В 2 км к СЗ от с. Урняк,  на левом берегу Волги. На высоком мысу между оврагами, в урочище ""Городок"".",,,1250,,2,,3,5,5,0,4,0,0,0,149,,1,0,,616,616,5.4918161111000003e+01,4.8932780555999997e+01," 54° 55' 5"""," 48° 55' 58"""
634,145,"Бабий Бугор",1,3,37,"В СЗ части Булгарского городища, на небольшом (длина ок. 30 м) мысу левого коренного берега р. Волги.",,,,30,,,5,5,7,0,2,0,0,0,150,,1,0,2755,19,19,5.4987108333000002e+01,4.9043613889000000e+01," 54° 59' 14"""," 49° 2' 37"""
870,146,"Коптелов Бугор",1,3,37,"На месте Булгарского городища, на мысу между коренным берегом р. Волги и Иерусалимским оврагом.",,,,,,,5,5,8,0,2,0,0,0,150,,1,0,,255,255,5.4987324999999998e+01,4.9064138888999999e+01," 54° 59' 14"""," 49° 3' 51"""
1275,147,"Щербетьское Островное I",2,3,37,"В 5,5 км к СЗ от с. Щербеть, на краю невысокой надлуговой террасы.",420,110,46200,,4,,6,3,3,0,3,0,1,1,141,5,1,0,,660,660,5.5018611110999998e+01,4.9267347221999998e+01," 55° 1' 7"""," 49° 16' 2"""
1272,148,"Щербетьское  Островное II",2,3,37,"В 300 м к СЗ от Щербетьского островного I селища, на мысу надлуговой террасы, в зоне водохранилища. Затоплено.",80,40,3200,,2,,6,3,1,0,3,0,0,0,141,,1,0,,657,657,5.5020677778000000e+01,4.9261680556000002e+01," 55° 1' 14"""," 49° 15' 42"""
930,149,"Малиновка II",2,3,37,"На месте б.д. Малиновки, на левом берегу Камы, на северном конце мыса, на краю надлуговой террасы. Затоплено.",200,70,14000,,3,,5,3,7,0,3,0,0,0,141,,1,0,,315,315,5.5120094444000003e+01,4.9402119444000000e+01," 55° 7' 12"""," 49° 24' 8"""
932,150,"Малиновка IV",2,3,37,"В 500 м к З от Малиновского I  селища, в 1,5 км к ЗЮЗ от б.д. Малиновка, на левом берегу Камы, на надлуговой террасе левого берега р. Ахтай.
По данным 1971 г., в 1964 г. занимало край надлуговой террасы левого берега р. Камы, выступавший в виде мыса. В 1971 г. памятник уже был очень сильно размыт.",200,100,20000,,3,,2,3,7,0,3,0,0,0,141,5,1,0,,317,317,5.5111652778000000e+01,4.9389074999999998e+01," 55° 6' 42"""," 49° 23' 21"""
770,151,"Ембулатихинское I",2,3,37,"В 2,5 км к Ю от б.д. Ембулатихи, на левом берегу Камы, на мысу надлуговой террасы. Затоплено.",130,90,11700,,3,,5,3,1,0,3,0,0,0,141,,1,0,,155,155,5.5071380556000001e+01,4.9360675000000001e+01," 55° 4' 17"""," 49° 21' 38"""
771,152,"Ембулатихинское II",2,3,37,"В 300—400 м к СВ от Ембулатихинского I селища, в 2 км к ЮЮВ от б.д. Ембулатиха, на склоне надлуговой террасы. Затоплено.",80,20,1600,,2,,5,3,1,0,3,0,0,0,141,,1,0,,156,156,5.5076194444000002e+01,4.9362047222000001e+01," 55° 4' 34"""," 49° 21' 43"""
772,153,"Ембулатихинское III",2,3,37,"В 400 м к СВ от Ембулатихинского II селища, в 1,7 км к ЮЮВ от б.д. Ембулатиха, на краю надлуговой террасы, на левом берегу Волги. Затоплено.",200,7,1400,,2,,5,3,1,0,3,0,0,0,141,,1,0,,157,157,5.5079636110999999e+01,4.9362563889000000e+01," 55° 4' 47"""," 49° 21' 45"""
773,154,"Ембулатихинское IV",2,3,37,"В 300 м к СВ от Ембулатихинского III селища, в 1,6 км к ЮВ от б.д. Ембулатиха, на краю невысокой надлуговой террасы около заболоченной протоки. Затоплено.",40,20,800,,2,,5,3,1,0,3,0,0,0,141,,1,0,,158,158,5.5083172222000002e+01,4.9362905556000001e+01," 55° 4' 59"""," 49° 21' 46"""
895,155,"Куйбышевское  I",2,3,37,"В 4,5 км к З от г. Старого Куйбышева, на краю надлуговой террасы левого берега р. Бездны [В Археологической карте Татарстана - Старокуйбышевское I селище]. Затоплено.",800,,,,,,2,3,3,0,4,0,0,0,141,,1,0,,280,280,5.5046144443999999e+01,4.9302258332999997e+01," 55° 2' 46"""," 49° 18' 8"""
896,156,"Куйбышевское II",2,3,37,"В 1,5 км к В от Старого Куйбышева, на краю надлуговой террасы. Затоплено.",500,,,,,,2,3,3,0,2,0,0,0,141,,1,0,,281,281,5.5047483333000002e+01,4.9398858333000000e+01," 55° 2' 51"""," 49° 23' 56"""
897,157,"Куйбышевское III",2,3,37,"В 1 км к ЮВ от центра Старого Куйбышева, на левом берегу р. Бездны, на краю надлуговой террасы. Затоплено.",200,60,12000,100,3,,2,3,1,0,2,0,0,0,141,,1,0,,282,282,5.5045172221999998e+01,4.9394138888999997e+01," 55° 2' 43"""," 49° 23' 39"""
898,158,"Куйбышевское IV",2,3,37,"В 0,5 км к СВ от Старого Куйбышева, на правом берегу р. Бездны, в 200 м к СВ от Куйбышевского городища, в настоящее время - на острове водохранилища, ранее непосредственно примыкало к городищу [В Археологической карте Татарстана - Старокуйбышевское IV селище].",300,150,45000,60,4,,2,3,7,1,2,0,0,0,141,,1,0,,283,283,5.5049144444000000e+01,4.9384202778000002e+01," 55° 2' 57"""," 49° 23' 3"""
899,159,"Куйбышевское V",2,3,37,"В 200 м к Ю от Куйбышевского городища, на левом берегу р. Бездны [В Археологической карте Татарстана - Старокуйбышевское V селище].",,,,85,,,2,3,7,0,2,0,0,0,141,,1,0,,284,284,5.5041227778000000e+01,4.9381413889000001e+01," 55° 2' 28"""," 49° 22' 53"""
871,160,"Косяковское I",2,3,37,"В 1 км к С от б.д. Косяково, на правом берегу Бездны, на краю надлуговой террасы. Затоплено.",60,70,4200,,2,,2,3,1,0,3,0,0,0,141,,1,0,,256,256,5.5066658332999999e+01,4.9432333333000003e+01," 55° 3' 60"""," 49° 25' 56"""
901,162,"Кураловское",2,3,37,"В 1,5 км к югу от Кураловского детского дома, в устье речки Утюшки, правого притока р. Бездны, на дюнном возвышении.",400,250,100000,20,7,,2,3,1,0,2,0,0,0,141,,1,0,,286,286,5.5036616666999997e+01,4.9421516666999999e+01," 55° 2' 12"""," 49° 25' 17"""
988,163,"Никольское",2,3,37,"В 0,3 км к C от церкви с. Никольского, на краю надлуговой террасы, под огородами.",,,,,,,2,3,1,0,4,0,0,0,150,,1,0,,373,373,5.4920011111000001e+01,4.9397483332999997e+01," 54° 55' 12"""," 49° 23' 51"""
624,164,"Антоновское",2,3,37,"В 0,5 км к В от с. Антоновка, на правом берегу р. Бездны, на краю надлуговой террасы.",,,,,,,2,3,1,0,4,0,0,0,151,,1,0,2752,9,9,5.4915336111000002e+01,4.9528574999999996e+01," 54° 54' 55"""," 49° 31' 43"""
1240,165,"Хланеевское",2,3,37,"В 0,3 км от быв. Д. Хланеевки, на правом берегу р. Бездны, на краю надлуговой террасы.",,,,,,,2,3,1,0,4,0,0,0,151,,1,0,,625,625,5.4864830556000001e+01,4.9550905555999996e+01," 54° 51' 53"""," 49° 33' 3"""
977,166,"Нижнеборисковское",2,3,37,"В 1,5—2 км к ЮЗ от д. Нижнее Борисково, на левом берегу р. Бездны.",,,,,,,2,1,1,0,4,0,0,0,151,,1,0,,362,362,5.4815269444000002e+01,4.9580486110999999e+01," 54° 48' 55"""," 49° 34' 50"""
873,167,"Кошкинское",2,3,37,"В 0,1 км к В от д. Кошки, в устье ручья ""Красный Ключ"", правого притока р. Бездны.",,,,,,,2,3,6,0,3,0,0,0,151,,1,0,,258,258,5.4835169444000002e+01,4.9631597222000003e+01," 54° 50' 7"""," 49° 37' 54"""
1217,168,"Тюгульбаевское I",2,3,37,"В 2 км к СВ от д. Тат-Тюгульбаево, на правом берегу р. Бездны, на краю надлуговой террасы [В Археологической карте Татарстана - Татарско-Тюгульбаевское].",,,,,,,2,3,1,0,3,0,0,0,151,,1,0,,602,602,5.4823700000000002e+01,4.9654350000000001e+01," 54° 49' 25"""," 49° 39' 16"""
1218,169,"Тюгульбаевское II",2,3,37,"В 1 км к В от д. Русское Тюгульбаево, на правом берегу р. Бездны, на краю надлуговой террасы [В Археологической карте Татарстана - Русско-Тюгульбаевское I селище].",,,,,,,2,3,1,0,3,0,0,0,151,,1,0,,603,603,5.4808772222000002e+01,4.9669113889000002e+01," 54° 48' 32"""," 49° 40' 9"""
761,170,"Девичий Городок",2,3,37,"В 4 км к ЗЮЗ от с. Татарские Измери, на левом берегу р. Ахтая, левого притока Камы, на мысу верхней надлуговой террасы, поднимающемся на 7-8 м над уровнем лугов. Оборонительные сооружения оьносятся к домонгольскому периоду.",100,90,9000,100,2,,5,3,7,0,2,1,0,1,141,,1,0,,146,146,5.5135605556000002e+01,4.9484450000000002e+01," 55° 8' 8"""," 49° 29' 4"""
791,171,"Измерское I",2,3,37,"На Ю окраине с. Татарские Измери, на левом берегу р. Ахтая.",200,,,40,,,2,3,1,0,3,0,0,0,142,,1,0,,176,176,5.5132208333000001e+01,4.9539127778000001e+01," 55° 7' 56"""," 49° 32' 21"""
790,172,"Измерское",3,3,37,"В 1,8 км к ЮВ от с. Татарские Измери, на левом берегу р. Ахтая, на мысу, образованном руслом реки и оврагом [В Археологической карте Татарстана - Измерское II местонахождение].",,,,,,,2,3,8,0,3,0,0,0,142,,1,0,,175,175,5.5123391667000000e+01,4.9546824999999998e+01," 55° 7' 24"""," 49° 32' 49"""
863,173,"Коминтерновское",1,3,37,"В 300 м к СВ от центральной усадьбы сх. Коминтерн, на ровной плоской поверхности основной террасы, на высоте 20 м над современной поймой р. Камы.",330,130,42900,100,4,,2,5,8,0,2,0,0,0,142,,1,0,,248,248,5.5152200000000001e+01,4.9587299999999999e+01," 55° 9' 8"""," 49° 35' 14"""
864,174,"Коминтерновское I",2,3,37,"За валом Коминтерновского городища.",,,,,,,2,5,1,1,2,0,0,0,142,,1,0,,249,249,5.5153599999999997e+01,4.9592300000000002e+01," 55° 9' 13"""," 49° 35' 32"""
865,175,"Коминтерновское II",2,3,37,"В 0,2 км к ЮВ от Коминтерновского городища (в 0,4 км к ССВ от с. Коминтерн) [В Археологической карте Татарстана - Коминтерновское IV селище].",300,,,40,,,2,5,1,1,2,0,0,0,142,,1,0,,250,250,5.5154400000000003e+01,4.9596699999999998e+01," 55° 9' 16"""," 49° 35' 48"""
866,176,"Коминтерновское III",2,3,37,"В 0,9 км к ЮЗ от п. Коминтерн, на краю правого берега р. Ахтая. 
[У Н.Ф. Калинина - Измерское II селище].",240,150,36000,,4,,2,5,1,0,2,0,0,0,142,,1,0,,251,251,5.5140833333000003e+01,4.9559716666999996e+01," 55° 8' 27"""," 49° 33' 35"""
868,177,"Коминтерновское IV (Курган)",2,3,37,"В 0,7—0,8 км к С от п. Коминтерн, на вытянутом с С на Ю останце правого берега р. Ахтая. Разрушено водохранилищем. 
[В Археологической карте Татарстана - ""Курган"" (Христофоровское) городище].",240,150,36000,60,4,,2,2,9,0,2,0,1,1,142,,1,0,,253,253,5.5152713888999997e+01,4.9566544444000002e+01," 55° 9' 10"""," 49° 33' 60"""
1033,178,"Пичкасское I",2,3,37,"В 0,6 км к ССВ от с. Пичкасы, на правом берегу р. Ахтая, на коренной террасе, в 50 м к С от карьера для добычи камня.",,,,30,,,2,5,8,0,3,0,0,0,142,,1,0,,418,418,5.5129305555999998e+01,4.9553144443999997e+01," 55° 7' 46"""," 49° 33' 11"""
1034,179,"Пичкасское II",2,3,37,"В 1,8 км к С от З окраины с. Пичкасы, на террасе правого берега р. Ахтай.",100,50,5000,,2,,2,5,3,0,3,0,0,0,142,,1,0,,419,419,5.5131147222000003e+01,4.9560911111000003e+01," 55° 7' 52"""," 49° 33' 39"""
1032,180,"Пичкасское",3,3,37,"На З окраине с. Пичкасы, на левом берегу р. Ахтай.",,,,,,,2,3,8,0,3,0,0,0,142,,1,0,,417,417,5.5119466666999998e+01,4.9552927777999997e+01," 55° 7' 10"""," 49° 33' 11"""
737,181,"Вожинское",2,3,37,"В 0,7—0,8 км к С от с. Вожи, на правом берегу р. Ахтая.",100,70,7000,90,2,,2,3,7,0,3,0,0,0,142,,1,0,2780,122,122,5.5109847221999999e+01,4.9588247222000000e+01," 55° 6' 35"""," 49° 35' 18"""
712,182,"Бураковское I",2,3,37,"В 0,5 км к В от с. Бураково, на правом берегу  р. Ахтая, на верхней террасе. [У Н.Ф. Калинина - Бураковское селище.]",,,,,,,2,5,3,0,2,1,0,0,142,,1,0,2774,97,97,5.5134500000000003e+01,4.9664499999999997e+01," 55° 8' 4"""," 49° 39' 52"""
713,183,"Бураковское II",1,3,37,"В 1 км к В от с. Бураково (на правом берегу р. Ахтай, на узком длинном мысу, вытянутом с СЗ на ЮВ) [У Н.Ф. Калинина и П.Н. Старостина - селище].",,,,,,,2,3,8,0,2,0,0,0,142,,1,0,2773,98,98,5.5135100000000001e+01,4.9665900000000001e+01," 55° 8' 6"""," 49° 39' 57"""
715,184,"Бураковское III",2,3,37,"На левом берегу р. Ахтая на месте д. Бураково.",,,,,,,2,1,1,0,2,0,0,0,142,,1,0,2775,100,100,5.5127222222000000e+01,4.9666180556000000e+01," 55° 7' 38"""," 49° 39' 58"""
858,185,"Кожаевское",2,3,37,"На В окраине с. Кожаевки, на левом берегу р. Ахтай, на первой надпойменной террасе [В Археологической карте Татарстана - Кожаевское III селище].",100,60,6000,,2,,2,3,7,0,2,0,0,0,142,,1,0,,243,243,5.5123594443999998e+01,4.9639055556000002e+01," 55° 7' 25"""," 49° 38' 21"""
838,186,"Каюковское",2,3,37,"В 0,1 км к В от с. Каюки, на правом берегу р. Ахтая [В Археологической карте Татарстана - Каюковское II селище].",700,,,30,,,2,5,3,0,3,1,0,0,142,,1,0,,223,223,5.5142000000000003e+01,4.9704361110999997e+01," 55° 8' 31"""," 49° 42' 16"""
640,187,"Базяковское",2,3,5,"В 800 м к СЗ от с. Базяково, у извилины правого берега р. Ахтай.",650,,,75,,,2,3,3,0,3,0,0,0,142,,1,0,491,25,25,5.5143913888999997e+01,4.9716119444000000e+01," 55° 8' 38"""," 49° 42' 58"""
738,188,"Войкинское I",2,3,5,"В 200 м к СЗ от д. Малое Войкино,  на левом берегу р. Ахтая [В Археологической карте Татарстана - Войкинское (Западное) I селище].",,,,,,,2,3,1,0,3,0,0,0,142,,1,0,,123,123,5.5110002778000002e+01,4.9765838889000001e+01," 55° 6' 36"""," 49° 45' 57"""
739,189,"Войкинское III",2,3,5,"В 400 м к СВ от дер. Ямкино, на левом берегу р. Ахтая.",70,30,2100,,2,,2,3,1,0,3,0,0,0,142,,1,0,618,124,124,5.5105880556000002e+01,4.9768458332999998e+01," 55° 6' 21"""," 49° 46' 6"""
740,190,"Войкинское IV",2,3,5,"На ЮЗ окраине с. Большое Войкино, на левом берегу р. Ахтая, на краю надлуговой террасы, в урочище ""Круча"".",100,50,5000,70,2,,2,3,3,0,3,1,0,0,142,,1,0,619,125,125,5.5102122221999998e+01,4.9793133333000000e+01," 55° 6' 8"""," 49° 47' 35"""
741,191,"Войкинское V",2,3,5,"В 100 м к С от д. Малое Войкино, на правом берегу р. Ахтай [В археологической карте Татарстана описано дважды: как Войкинское V и как Войкинское (Западное) V селище].",,,,70,,,2,5,1,0,3,1,1,0,142,,1,0,,126,126,5.5114030556000003e+01,4.9787983333000000e+01," 55° 6' 51"""," 49° 47' 17"""
1287,192,"Ямкинское I",2,3,5,"В 200 м к С от д. Ямкино, на правом берегу р. Ахтая.",,,,,,,2,5,1,0,3,1,0,0,142,,1,0,,672,672,5.5105780555999999e+01,4.9755066667000001e+01," 55° 6' 21"""," 49° 45' 18"""
1286,193,"Ямкинское  IV",2,3,5,"В 1,5 км к ССЗ от д. Ямкино, на левом берегу р. Ахтая.",,,,,,,2,3,1,0,4,0,0,0,142,,1,0,,671,671,5.5110052777999996e+01,4.9734855555999999e+01," 55° 6' 36"""," 49° 44' 5"""
817,194,"Караваевское I",2,3,5,"В 500 м к З от с. Караваево, на правом берегу р. Ахтая.",,,,,,,2,1,1,0,3,0,0,0,142,,1,0,,202,202,5.5098955556000000e+01,4.9831927778000001e+01," 55° 5' 56"""," 49° 49' 55"""
818,195,"Караваевское II",2,3,5,"На СЗ окраине с. Караваево, на правом берегу р. Ахтая.",,,,,,,2,1,1,0,3,0,0,0,142,,1,0,,203,203,5.5096425000000004e+01,4.9835877777999997e+01," 55° 5' 47"""," 49° 50' 9"""
760,196,"Гурьевское III",2,3,5,"В 1,8 км к ЮЮЗ от д. Гурьевки, на правом  берегу р. Ахтая, в 0,4 км выше впадения Салманки.",350,,,150,,,2,1,1,0,3,0,0,0,142,,1,0,,145,145,5.5052766667000000e+01,4.9894241667000003e+01," 55° 3' 10"""," 49° 53' 39"""
1148,197,"Старосельское I",2,3,5,"Около церкви с. Старосельского, на левом берегу р. Ахтая, на краю надлуговой террасы.",,,,70,,,2,3,1,0,3,0,0,0,142,,1,0,,533,533,5.5029347221999998e+01,4.9889938889000000e+01," 55° 1' 46"""," 49° 53' 24"""
638,198,"Базарноматакское I",2,3,6,"В 2,5 км к СВ от с. Базарные Матаки, по дороге на с. Старые Челны, к З от моста через р. Ахтай, на левом берегу.",200,150,30000,,3,,2,3,1,0,3,0,0,0,151,,1,0,894,23,23,5.4935011111000001e+01,4.9957869444000004e+01," 54° 56' 6"""," 49° 57' 28"""
639,199,"Базарноматакское II",2,3,6,"В 2,9 км к С от с. Базарные Матаки, в 0,4 км вниз по течению р. Ахтай от Базарноматакского I селища, на левом берегу р. Ахтай.",,,,,,,2,3,1,0,3,0,0,0,151,,1,0,895,24,24,5.4938327778000001e+01,4.9952591667000000e+01," 54° 56' 18"""," 49° 57' 9"""
672,200,"Биктемировское",2,3,6,"Около с. С. Биктемирово, на правом берегу р. Красный Ахтай.",,,,,,,3,3,1,0,3,0,0,0,151,,1,0,896,57,57,5.4868266667000000e+01,4.9954458332999998e+01," 54° 52' 6"""," 49° 57' 16"""
1223,201,"Тяжбердинское I",2,3,6,"В 400 м к Ю от д. Тяжбердино, на З склоне оврага, в котором течет р. Красный Ахтай.",,,,,,,2,6,1,0,3,0,0,0,151,,1,0,,608,608,5.4850261111000002e+01,4.9923041667000000e+01," 54° 51' 1"""," 49° 55' 23"""
1224,202,"Тяжбердинское II",2,3,6,"В 0,5 км к Ю от дер. Тяжбердино, на правом берегу оврага, в котором течет ручей Красный Ахтай.",,,,,,,2,6,1,0,3,0,0,0,151,,1,0,,609,609,5.4847294443999999e+01,4.9928363889000003e+01," 54° 50' 50"""," 49° 55' 42"""
664,203,"Березовогривское",1,3,5,"В 1,5—2 км к ЮЗ от с. Березовая Грива, на краю коренной террасы л.б.р. Камы, на высоком (ок. 25 м над поймой) мысу с крутыми склонами, в северной части Базяковского городища (бол. X-XIII вв.). 
Данные по мониторингу (неправильные): 55°11'08'' 49°44'39''",90,80,7200,,2,,3,5,8,0,2,0,0,0,142,,1,0,555,49,49,5.5189061111000001e+01,4.9714019444000002e+01," 55° 11' 21"""," 49° 42' 50"""
954,204,"Мокрокурналинское I",2,3,5,"В 3 км к СЗ от с. Мокрые Курнали, на широком мысу надлуговой террасы, возвышающейся над поймой на 3-3,5 м.",270,200,54000,45,5,,2,3,7,0,4,0,0,0,142,,1,0,,339,339,5.5317288888999997e+01,4.9963136110999997e+01," 55° 19' 2"""," 49° 57' 47"""
957,205,"Мокрокурналинское III",2,3,5,"В 0,6—0,8 км к СВ от с. Мокрые Курналы, на невысокой надлуговой террасе в излучине реки.",350,150,52500,,5,,2,3,7,0,3,0,0,0,143,,1,0,,342,342,5.5303627777999999e+01,5.0011991666999997e+01," 55° 18' 13"""," 50° 0' 43"""
955,206,"Мокрокурналинское I",3,3,5,"В 3,5 км к З от с. Мокрые Курналы, , на краю распаханной надлуговой террасы. В шурфе материала не выявлено.",50,40,2000,,2,,6,1,1,0,4,0,0,0,142,,1,0,,340,340,5.5291566666999998e+01,4.9930369444000000e+01," 55° 17' 30"""," 49° 55' 49"""
956,207,"Мокрокурналинское III",3,3,5,"В 2,5 км к В от с. Мокрые Курналы.",,,,,,,2,1,1,0,3,0,0,0,143,,1,0,,341,341,5.5296705555999999e+01,5.0038452778000000e+01," 55° 17' 48"""," 50° 2' 18"""
1021,208,"Остолоповское II",2,3,5,"В З км к ЮВ от д. Остолопово, на левом берегу  р. Шенталы , левого притока р. Камы, на краю распаханной террасы р. Шентала, ограничено с З ее старым рукавом. [Остолоповское I селище у П.Н. Старостина].",500,200,100000,50,7,,2,3,6,0,4,0,0,0,133,,1,0,,406,406,5.5355802777999997e+01,5.0325461111000003e+01," 55° 21' 21"""," 50° 19' 32"""
700,209,"Большетигановское I",2,3,5,"В 0,8 км к Ю от с. Большие Тиганы,  на правом берегу р. Ошняк, левого притока р. Шенталы, на двух широких мысах надлуговой террасы.",300,100,30000,30,3,,2,3,8,0,3,0,0,0,143,,1,0,600,85,85,5.5116836110999998e+01,5.0137577778000001e+01," 55° 7' 1"""," 50° 8' 15"""
701,210,"Большетигановское III",2,3,5,"В З км к ЗСЗ  от с. Большие Тиганы, на правом берегу р. Ошняк, на мысу надлуговой террасы.",800,125,100000,,7,,6,1,7,0,3,0,0,0,143,,1,0,602,86,86,5.5148852777999998e+01,5.0136847222000000e+01," 55° 8' 56"""," 50° 8' 13"""
1022,211,"Ошнякское II",2,3,5,"В средней части с. Ашняк, на левом берегу р. Ошняк (Тиганки), справа от дороги из с. Масловка в с. Ашняк, в огородах, на склоне надпойменной террасы [В Археологической карте Татарстана - Ашнякское II селище].",280,90,25200,,3,,2,3,3,0,3,0,0,0,143,,1,0,486,407,407,5.5096877778000000e+01,5.0131225000000001e+01," 55° 5' 49"""," 50° 7' 52"""
909,212,"Ледокольское",2,3,42,"В 2 км к СВ от д. Ледокол.",,,,,,,6,1,1,0,1,0,0,0,143,,1,0,,294,294,5.5119527777999998e+01,5.0243250000000003e+01," 55° 7' 10"""," 50° 14' 36"""
908,213,"Ледокольское",3,3,42,"В 1,6 км к C от д. Ледокол.",,,,,,,6,1,1,0,1,0,0,0,143,,1,0,,293,293,5.5119333333000000e+01,5.0238100000000003e+01," 55° 7' 10"""," 50° 14' 17"""
913,214,"Лягушкинское I",2,3,42,"В 0,7 км к З от б.д. Лягушкино (Родники), на левом берегу р. Булачки, левом притоке р. Шенталы, на двух мысах надлуговой террасы [В Археологической карте Татарстана - Родниковское I селище].",265,200,53000,20,5,,2,3,8,0,3,0,0,0,143,,1,0,,298,298,5.5134227778000003e+01,5.0244194444000001e+01," 55° 8' 3"""," 50° 14' 39"""
914,215,"Лягушкинское II",2,3,42,"В 1,7 км к Ю от д. Лягушкино (Родники), на левом берегу р. Булачки, на мысу надлуговой террасы, образованном руслом р. Булачки и оврагами. [В Археологической карте Татарстана - Родниковское II селище].",350,110,38500,45,4,,2,3,8,0,3,0,0,0,143,,1,0,,299,299,5.5123552777999997e+01,5.0237499999999997e+01," 55° 7' 25"""," 50° 14' 15"""
641,216,"Байтеряковское I",2,3,42,"В 400 м к С от д. Байтеряково, на правом берегу речки Бахты, правого притока р. Шенталы, на мысу надлуговой террасы, образованном берегом реки с Ю и оврагом с С. Поверхность мыса всхолмленная.",200,90,18000,40,3,,2,3,8,0,3,0,0,0,133,,1,0,3324,26,26,5.5364800000000002e+01,5.0370600000000003e+01," 55° 21' 53"""," 50° 22' 14"""
642,217,"Байтеряковское III",2,3,42,"В 1,5 км к ЮВ от д. Байтеряково, на правом берегу реки Бахты, на краю надлуговой террасы, возвышающемся на 7 м над уровнем реки.",450,110,49500,25,4,,2,3,3,0,3,0,0,0,133,,1,0,3326,27,27,5.5342799999999997e+01,5.0375900000000001e+01," 55° 20' 34"""," 50° 22' 33"""
643,218,"Байтеряковское IV",2,3,42,"В 2,5 км к ЮЮВ от д. Байтеряково, на правом берегу речки Бахты, на склоне надлуговой террасы, поднимающемся над уровнем лугов на 6-7 м.",255,130,33150,50,4,,2,3,3,0,3,0,0,0,133,,1,0,3327,28,28,5.5337000000000003e+01,5.0377299999999998e+01," 55° 20' 13"""," 50° 22' 38"""
666,219,"Березовское",1,3,42,"В 4,5 км к В от с. Кубассы, на мысу коренной террасы высотой 20 м, между оврагами, в 1,2-1,5 км к СВ от пионерлагеря ""Чайка"". Высота мыса 20-25 м. Вал дуговидной формы, высота вала 5 м от уровня площадки , глубина рва 4 м [В Археологической карте Татарстана - Кубасское (Березовское) городище].",110,100,11000,50,3,,2,5,5,0,4,0,0,0,133,4,1,0,,51,51,5.5390897222000000e+01,5.0463852778000003e+01," 55° 23' 27"""," 50° 27' 50"""
1010,220,"Новочистопольское I",2,3,42,"В 0,3—0,4 км к С от д. Чистопольские Выселки, на пологом склоне надлуговой террасы левого берега реки.",105,65,6825,,2,,2,3,1,0,3,0,0,0,134,,1,0,,395,395,5.5346072221999997e+01,5.0669452778000000e+01," 55° 20' 46"""," 50° 40' 10"""
1009,221,"Новочиcтопольcкое II",2,3,42,"У СЗ окраины  д. Чистопольские Выселки, на краю надлуговой террасы.",,,,,,,2,3,1,0,3,0,0,0,134,,1,0,,394,394,5.5337633332999999e+01,5.0653119443999998e+01," 55° 20' 15"""," 50° 39' 11"""
