"IDMonument","MonNumber","MonName","IDMonType","IDState","IDRegion","MonDescription","MonLength","MonWide","MonSquare","MonLayer","IDSquareType","IDSoilType","IDWaterType","IDRiverReliefType","IDLocalReliefForm","MonDateToTheFort","IDArrangementType","FerrousMetallurgy","NonferrousMetallurgy","Agriculture","IDMapNumber","IDCurrentState","Active","Location Specified","MonTatarCodeNumber","IDMonCultureBelonging","AnotherCultureLayers","MonDecimalLatitude","MonDecimalLongitude","MonLatitude","MonLongitude"
"821","37","Карамышихинское","2","3","15","В 350 м к СЗ от с. Карамышиха, на правом берегу Свияги.
55,5898
48,4806",,,,,,,"2","5","1","true","2","false","false","false","129",,"true","true","1691","206","206","55.5898","48.4806"," 55° 35' 23"""," 48° 28' 50"""
"822","433","Карасье-Озерное","2","3","42","В 0,5 км к СВ от д. Карасье Озеро (л.б.р. Ерыкла), на краю террасы.","300","140","42000",,"4",,"2","3","1","false","1","false","false","false","144",,"true","false",,"207","207","55.048125","50.741519444"," 55° 2' 53"""," 50° 44' 29"""
"823","434","Карасье-Озерное IV","3","3","42","В 0,4 км к СВ от Карасье-Озерного поселения, на краю надлуговой террасы.",,,,,,,"2","3","1","false","1","false","false","false","144",,"true","false",,"208","208","55.046255556","50.742205556"," 55° 2' 47"""," 50° 44' 32"""
"824","269","Каргоринское III","3","3","32","В 1 км к З от  с. Караульная Гора, на краю надлуговой террасы.",,,,,,,"2","3","1","false","3","false","false","false","161",,"true","false",,"209","209","54.536966667","50.650791667"," 54° 32' 13"""," 50° 39' 3"""
"825","270","Каргоринское","2","3","32","В 1,2 км к В от В края с. Караульная Гора (л.б.р. Б. Черемшан), в 1,5 км к ЮЗ от лесничества, на краю надлуговой террасы.","300","170","51000",,"5",,"5","3","3","false","3","false","false","false","161",,"true","false",,"210","210","54.530566667","50.711658333"," 54° 31' 50"""," 50° 42' 42"""
"826","505","Карлейское","2","1","79","В 1,5 км от с. Красные Луга, к ЮЗ от п. Карлейка, вдоль леса, на двух мысах, выступающих в сторону оврага.","150","80","12000",,"3",,"3","6","5","false","4","false","false","true","176",,"true","false",,"211","211","54.414080556","46.400372222"," 54° 24' 51"""," 46° 24' 1"""
"827","667","Карлинское","2","2","50","На С окраине с. Рождествено, на мысу первой надпойменной террасы, ограниченном оврагом и протокой Воложкой.","200","70","14000","80","3",,"5","3","8","false","3","false","true","true","174",,"true","true",,"212","212","53.245527778","50.076769444"," 53° 14' 44"""," 50° 4' 36"""
"828","547","Карлинское III","2","4","80","В 2 км к В от д. Карлинское и в 2 км к З от с.Сельд, на правобережье р.Свияги (в 300 м от нее), возле речных стариц, при мысе песчаной надпойменной террасы высотой 10,5 м. Мыс на расстоянии 200 м от его конца прорезан небольшим овражком.","150","50","7500",,"2",,"5","4","1","false","3","true","true","false","156","6","true","false",,"213","213","54.328397222","48.270322222"," 54° 19' 42"""," 48° 16' 13"""
"829","548","Карлинское IV","2","4","83","Посредине между д.Карлинское и с.Сельд (расстояние между которыми 4 км), в 2 км к В от церкви д.Карлинское, на высокой пойме правого берега Свияги, в 400 м от нее, у старого русла (150-200 м к С от селища Карлинское III).","50","50","2500",,"2",,"5","4","1","false","3","false","false","false","156",,"true","false",,"214","214","54.330275","48.269527778"," 54° 19' 49"""," 48° 16' 10"""
"830","549","Карлинское V","2","4","83","В нескольких сотнях метров к ЮВ от Карлинского IV, на краю надпойменной террасы.",,,,,,,"2","3","1","false","3","false","false","false","156",,"true","false",,"215","215","54.33005","48.271630556"," 54° 19' 48"""," 48° 16' 18"""
"831","633","Кармалинское","1","2","65","В 1,5 км к ЮЗ от с. Кармалы, на небольшой возвышенности, заключенной между двумя глубокими отрогами оврага.",,,"20000","53","3",,"3","6","5","false","2","false","false","false","173",,"true","true",,"216","216","53.2012","49.501669444"," 53° 12' 4"""," 49° 30' 6"""
"832","445","Кармалинское I","2","3","30","В 800 м к В от С конца с. Кармалы (л.б.р. Шешмы), на правом берегу р. Шешмы, на краю высокой террасы.","250","100","25000","25","3",,"2","7","3","false","3","false","false","false","145",,"true","false",,"217","217","55.3089","51.201830556"," 55° 18' 32"""," 51° 12' 7"""
"833","446","Кармалинское II","2","3","30","В 200 м к Ю от Кармалинского I селища, в 700 м к С от д. Елантово.","200",,,"30",,,"2","7","3","false","3","false","false","false","145",,"true","false",,"218","218","55.306822222","51.200458333"," 55° 18' 25"""," 51° 12' 2"""
"834","634","Кармалинское","2","2","65","В 100 м от Ю окраины с. Кармалы.",,,,"40",,,"3","6","11","true","2","false","false","false","173",,"true","false",,"219","219","53.199330556","49.509286111"," 53° 11' 58"""," 49° 30' 33"""
"835","314","Кармалкинское","2","3","30","В 0,5 км к СЗ от З конца б.п. Кармалка, на краю изгиба террасы, между правым берегом Шешмы и правым берегом ее правого притока Кармалки. [У П.Н. Старостина - Кармалинское II селище.]","200","80","16000",,"3",,"2","3","6","false","3","false","false","false","145",,"true","false",,"220","220","55.321194444","51.211594444"," 55° 19' 16"""," 51° 12' 42"""
"836","542","Карсунское","2","4","78","В 0,5 км к СВ от моста на шоссе Карсун - Ульяновск через р. Барыш, на мысу надлуговой террасы между овражком и р. Барыш. К З от Карсунского городища.","115","75","8625",,"2",,"2","3","8","false","4","false","false","false","122",,"true","false",,"221","221","54.224286111","47.005058333"," 54° 13' 27"""," 47° 0' 18"""
"837","451","Катмышское","2","3","29","В 1 км к С от д. Катмыш (л.б.р. Ик), на мысу надпойменной террасы, у старицы.",,,,,,,"5","3","7","false","3","false","false","false","147",,"true","false",,"222","222","55.324811111","53.158766667"," 55° 19' 29"""," 53° 9' 32"""
"838","186","Каюковское","2","3","37","В 0,1 км к В от с. Каюки, на правом берегу р. Ахтая [В Археологической карте Татарстана - Каюковское II селище].","700",,,"30",,,"2","5","3","false","3","true","false","false","142",,"true","false",,"223","223","55.142","49.704361111"," 55° 8' 31"""," 49° 42' 16"""
"839","386","Кзыл-Тауское I","2","3","8","У южного конца д. Кзыл-Тау (л.б.р. Була), на берегу оврага, проходящего через деревню.
55,1854
48,1983","100","70","7000","13","2",,"3","6","2","false","3","false","false","false","139","2","true","true","1161","224","224","55.179677778","48.197022222"," 55° 10' 47"""," 48° 11' 49"""
"840","387","Кзыл-Тауское II","2","3","8","В 0,5 км к северо-востоку от д. Кзыл-Тау (л.б.р. Була).
55,1973
48,1949","70","30","2100",,"2",,"3","6","1","false","3","false","false","false","139","2","true","false","1162","225","225","55.185658333","48.198911111"," 55° 11' 8"""," 48° 11' 56"""
"841","388","Кзыл-Тауское III","2","3","8","В 700м к В от деревни Кзыл-Тау (л.б.р. Була), на левой стороне оврага.
55,1863
48,2042",,,,,,,"3","6","1","false","3","true","false","false","139","2","true","false",,"226","226","55.192616667","48.193761111"," 55° 11' 33"""," 48° 11' 38"""
"842","389","Кзыл-Тауское IV","2","3","8","В 1,5 км к СВ от д. Кзыл-Тау (л.б.р. Була).","70","30","2100",,"2",,"3","6","1","false","3","false","false","false","139","2","true","false","1164","227","227","55.202727778","48.177947222"," 55° 12' 10"""," 48° 10' 41"""
"843","71","Кильнинское II","2","3","38","В 0,5 км к СВ от д. Кильна (пр.б.р. Свияги), на краю коренного берега.","50","40","2000","20","2",,"2","5","1","false","3","false","false","false","148",,"true","false",,"228","228","54.823711111","48.462352778"," 54° 49' 25"""," 48° 27' 44"""
"844","453","Кильнинское III","2","3","38","В 300 м к СЗ от д. Кильна (пр.б.р. Свияги), на берегу р. Кильна.",,,,,,,"2","1","1","false","3","false","false","false","148",,"true","false",,"229","229","54.824377778","48.452266667"," 54° 49' 28"""," 48° 27' 8"""
"845","454","Кильнинское IV","2","3","38","В 1,4 км к ЮЗ от д. Кильна (пр.б.р. Свияги).",,,,,,,"2","1","1","false","3","false","false","false","148",,"true","false",,"230","230","54.816813889","48.436775"," 54° 49' 1"""," 48° 26' 12"""
"846","455","Кильнинское V","2","3","38","Д. Кильна (пр.б.р. Свияги). На ЮЗ окраине пос. ""Трудовик"".",,,,,,,"2","1","1","false","3","false","false","false","148",,"true","false",,"231","231","54.802469444","48.419952778"," 54° 48' 9"""," 48° 25' 12"""
"847","28","Кирельское I (Сокол I)","1","3","22","В 1 км к Ю от п. Куйбышевский затон (пр.б.р. Волги), на горе ""Сокол"", на мысу между двумя оврагами, ограничивающими его площадку с С и Ю.","78","45","3510",,"2",,"5","7","5","false","2","false","false","false","141","3","true","false","1769","232","232","55.138141667","49.165694444"," 55° 8' 17"""," 49° 9' 56"""
"848","25","Кирельское I","2","3","22","В 1,2 км к ЮЗ от с. Кирельское (пр.б.р. Волги).",,,,"20",,,"5","1","1","false","2","false","false","false","141",,"true","false","1765","233","233","55.131338889","49.152661111"," 55° 7' 53"""," 49° 9' 10"""
"849","29","Кирельское II (Сокол II)","1","3","22","В 1,2 км к Ю от п. Куйбышевский затон (пр.б.р. Волги) и в 200 м к Ю от Кирельского I городища на мысу коренного берега Волги.","41","35","1435","63","2",,"5","7","5","false","2","false","false","false","141","4","true","false","1770","234","234","55.136513889","49.165297222"," 55° 8' 11"""," 49° 9' 55"""
"850","26","Кирельское II","2","3","22","В 1,2 км к Ю от с. Кирельское (пр.б.р. Волги) и в 800 м к ЮЗ от Кирельского II городища, на краю коренного берега Волги.",,,,,,,"5","7","1","false","2","false","false","false","141",,"true","false","1766","235","235","55.127930556","49.179483333"," 55° 7' 41"""," 49° 10' 46"""
"851","27","Кирельское III","2","3","22","У С края горы ""Сокол"", у Ю окраины с. Кирельское, на мысу между оврагами и берегом Волги.",,,,"20",,,"5","7","5","false","2","true","false","false","141",,"true","false","1767","236","236","55.134086111","49.160213889"," 55° 8' 3"""," 49° 9' 37"""
"852","518","Кирзять","2","4","77","К С от д. Кирзять (6 км к Ю от пгт Сурское), в ур. Подвалы.","100","300","30000",,"3",,"6","1","1","false","1","false","false","false","1",,"true","false",,"237","237","54.410580556","46.709747222"," 54° 24' 38"""," 46° 42' 35"""
"853","460","Киртелинское","1","3","38","В 1,5 к СВ от с. Киртели (пр.б.р. Карчелка, л.пр.р. Кильна, п.пр.р. Свияга), на мысу между двумя оврагами.","230","80","18400",,"3",,"2","1","5","false","2","false","false","false","149",,"true","false",,"238","238","54.75455","48.638786111"," 54° 45' 16"""," 48° 38' 20"""
"854","75","Киртелинское I","3","3","38","К СЗ от Киртелинского городища.","50","30","1500",,"2",,"6","1","1","false","1","false","false","false","149",,"true","false",,"239","239","54.755861111","48.636752778"," 54° 45' 21"""," 48° 38' 12"""
"855","74","Киртелинское II","2","3","38","В 1,5 км к СВ от с. Киртели (л.б.р. Карчелька, п.пр.р. Кильна, п.пр.р. Свияга), на площадке Киртелинского городища. [У П.Н. Старостина - Киртельинское селище].",,,,,,,"2","1","1","true","2","false","false","false","149",,"true","false",,"240","240","54.751027778","48.644233333"," 54° 45' 4"""," 48° 38' 39"""
"856","363","Кирюшкин Городок","1","3","24","Вблизи городища Гремячий Ключ, в средней части Гремячего оврага, на мысу, образованном отрогом оврага Гремячий ключ
55,3703 49,8534
55,3698 49,8537
55,3698 49,8542
55,3703 49,8528","65","25","1625",,"2",,"3","6","5","false","2","false","false","false","132",,"true","true",,"241","241","55.3703","49.8534"," 55° 22' 13"""," 49° 51' 12"""
"857","248","Кичкальнинское","2","3","32","В 0,4-0,5 км к ЮВ от д. Кичкальня (л.б.р. Мараса).",,,,,,,"2","1","1","false","4","false","false","false","152",,"true","false",,"242","242","54.730072222","50.367827778"," 54° 43' 48"""," 50° 22' 4"""
"858","185","Кожаевское","2","3","37","На В окраине с. Кожаевки, на левом берегу р. Ахтай, на первой надпойменной террасе [В Археологической карте Татарстана - Кожаевское III селище].","100","60","6000",,"2",,"2","3","7","false","2","false","false","false","142",,"true","false",,"243","243","55.123594444","49.639055556"," 55° 7' 25"""," 49° 38' 21"""
"859","67","Козловское","2","3","14","На В окраине с. Козловка, на левом берегу Свияги.",,,,"60",,,"2","3","1","false","4","false","false","false","148",,"true","false",,"244","244","54.86635","48.383808333"," 54° 51' 59"""," 48° 23' 2"""
"860","550","Комаровское II","2","4","80","В 4 км к З от с.Комаровка в сторону с.Старое Алейкино, в верховьях большого оврага, выходящего в пойму р.Свияги.",,,,,,,"3","6","10","false","1","true","false","false","156",,"true","false",,"245","245","54.609480556","48.296422222"," 54° 36' 34"""," 48° 17' 47"""
"861","419","Коминтерновский II","4","3","37","В 1,5 км к СЗ от пос. Коминтерн, на останце надпойменной террасы левого берега р. Ахтай, к СЗ от Коминтерновского III а селища.",,,,,,,"2","3","1","false","2","false","false","false","142",,"true","false",,"246","246","55.150330556","49.553547222"," 55° 9' 1"""," 49° 33' 13"""
"862","420","Коминтерновский III","4","3","37","В 400 м к ЮЗ от Коминтерновского II могильника.",,,,,,,"2","3","1","false","2","false","false","false","142",,"true","false",,"247","247","55.148466667","49.550861111"," 55° 8' 54"""," 49° 33' 3"""
"863","173","Коминтерновское","1","3","37","В 300 м к СВ от центральной усадьбы сх. Коминтерн, на ровной плоской поверхности основной террасы, на высоте 20 м над современной поймой р. Камы.","330","130","42900","100","4",,"2","5","8","false","2","false","false","false","142",,"true","false",,"248","248","55.1522","49.5873"," 55° 9' 8"""," 49° 35' 14"""
"864","174","Коминтерновское I","2","3","37","За валом Коминтерновского городища.",,,,,,,"2","5","1","true","2","false","false","false","142",,"true","false",,"249","249","55.1536","49.5923"," 55° 9' 13"""," 49° 35' 32"""
"865","175","Коминтерновское II","2","3","37","В 0,2 км к ЮВ от Коминтерновского городища (в 0,4 км к ССВ от с. Коминтерн) [В Археологической карте Татарстана - Коминтерновское IV селище].","300",,,"40",,,"2","5","1","true","2","false","false","false","142",,"true","false",,"250","250","55.1544","49.5967"," 55° 9' 16"""," 49° 35' 48"""
"866","176","Коминтерновское III","2","3","37","В 0,9 км к ЮЗ от п. Коминтерн, на краю правого берега р. Ахтая.
[У Н.Ф. Калинина - Измерское II селище].","240","150","36000",,"4",,"2","5","1","false","2","false","false","false","142",,"true","false",,"251","251","55.140833333","49.559716667"," 55° 8' 27"""," 49° 33' 35"""
"867","421","Коминтерновское IIIа","2","3","37","В 1,4 км к С от пос. Коминтерн, на левом берегу р. Ахтай.
[В Археологической карте Татарстана - Коминтерновское III селище. В Среднем Поволжье в IV - VII вв. Г.И. Матвеевой и в Новых материалах II - III четверти I тыс. н.э. Е.П. Казакова - Коминтерновское II селище].","300","150","45000","60","4",,"2","3","1","false","2","false","false","false","142",,"true","false",,"252","252","55.157608333","49.564863889"," 55° 9' 27"""," 49° 33' 54"""
"868","177","Коминтерновское IV (Курган)","2","3","37","В 0,7—0,8 км к С от п. Коминтерн, на вытянутом с С на Ю останце правого берега р. Ахтая. Разрушено водохранилищем.
[В Археологической карте Татарстана - ""Курган"" (Христофоровское) городище].","240","150","36000","60","4",,"2","2","9","false","2","false","true","true","142",,"true","false",,"253","253","55.152713889","49.566544444"," 55° 9' 10"""," 49° 33' 60"""
"869","422","Коминтерновское","3","3","37","На поверхности участка, примыкающего с В к оврагу, находящегося на В окраине центральной усадьбы пос. Коминтерн.",,,,,,,"2","5","2","true","2","false","false","false","142",,"true","false",,"254","254","55.146052778","49.580869444"," 55° 8' 46"""," 49° 34' 51"""
"870","146","Коптелов Бугор","1","3","37","На месте Булгарского городища, на мысу между коренным берегом р. Волги и Иерусалимским оврагом.",,,,,,,"5","5","8","false","2","false","false","false","150",,"true","false",,"255","255","54.987325","49.064138889"," 54° 59' 14"""," 49° 3' 51"""
"871","160","Косяковское I","2","3","37","В 1 км к С от б.д. Косяково, на правом берегу Бездны, на краю надлуговой террасы. Затоплено.","60","70","4200",,"2",,"2","3","1","false","3","false","false","false","141",,"true","false",,"256","256","55.066658333","49.432333333"," 55° 3' 60"""," 49° 25' 56"""
"872","161","Косяковское II","2","3","37","На месте б.д. Косяково.
По данным 1971 г., поселение полностью затоплено, но подъемный материал собрать удалось.","80","20","1600","112","2",,"2","3","1","false","3","false","false","false","141","5","true","false",,"257","257","55.073241667","49.430272222"," 55° 4' 24"""," 49° 25' 49"""
"873","167","Кошкинское","2","3","37","В 0,1 км к В от д. Кошки, в устье ручья ""Красный Ключ"", правого притока р. Бездны.",,,,,,,"2","3","6","false","3","false","false","false","151",,"true","false",,"258","258","54.835169444","49.631597222"," 54° 50' 7"""," 49° 37' 54"""
"874","564","Красная Поляна","2","4","81","В 150 м к С от д. Красная Поляна (5 км к СЗ от с.Красная Река), в ур. Жилье, на террасе, возвышающейся над поймой, ранее - на левом берегу р. Майны.","1000","100","108000",,"7",,"2","3","3","false","4","false","false","false","158",,"true","false",,"259","259","54.607747222","49.067122222"," 54° 36' 28"""," 49° 4' 2"""
"875","565","Красная Река I","2","4","81","На территории с. Красная Река, на левом возвышенном берегу р. Красной, близ ее устья.",,,,,,,"2","7","1","false","3","false","false","false","158",,"true","false",,"260","260","54.582213889","49.123791667"," 54° 34' 56"""," 49° 7' 26"""
"876","566","Красная Река II","2","4","81","В 1,5 км к ССВ от с.Красная Река, на левом относительно высоком берегу р.Красной.",,,,,,,"2","7","1","false","3","false","false","false","158",,"true","false",,"261","261","54.602105556","49.128427778"," 54° 36' 8"""," 49° 7' 42"""
"877","567","Красная Река III","2","4","81","В 1 км к Ю от с. Красная Река, на левом возвышенном берегу р. Красной, в ур. Юрчище (Первый Крутояр). С ЮЗ стороны территория поселения ограничена шоссе Красная Река - Новиковка. С Ю стороны поселение ограничено небольшой балкой, выходящей к пойме реки. С В стороны поселение ограничено склоном первой надпойменной террасы и возвышается над уровнем воды на 5 метров. В СВ половине поселение ограничено обрывистым берегом террасы.",,,,"60",,,"2","3","1","false","3","false","false","false","158","2","true","false",,"262","262","54.549638889","49.131044444"," 54° 32' 59"""," 49° 7' 52"""
"878","568","Красная Река IV","2","4","81","В с. Красная Река, на С окраине левобережной части. Занимает обрывистый край 6-метровой террасы на левом берегу р. Красной, которая ограничивает поселение с В и Ю, а к СЗ местность снижается.","350",,,"75",,,"2","7","1","false","3","false","false","false","158",,"true","false",,"263","263","54.595916667","49.121083333"," 54° 35' 45"""," 49° 7' 16"""
"879","306","Краснозвездинское","2","3","32","В 0,3 км к СВ от д. Красная Звезда (пр.б.р. Б. Черемшан), в 1,8 км к СЗ от п. Союз Труда, в 100 м к З от пасеки, на опушке леса возле дороги.",,,,"45",,,"2","4","1","false","3","false","false","false","161",,"true","false",,"264","264","54.568641667","50.773975"," 54° 34' 7"""," 50° 46' 26"""
"880","377","Краснокадинское","2","3","30","В СВ части с. Красная Кадка (л.б.р. Зай), на краю основной террасы реки, в 70 м к Ю от моста через реку.","150","50","7500","40","2",,"2","3","3","false","3","false","false","false","136",,"true","false",,"265","265","55.420697222","51.796183333"," 55° 25' 15"""," 51° 47' 46"""
"881","24","Красно-Каратаевское","1","3","22","Около б.с. Красные Каратаи на правом берегу Волги, в устье реки Карамалки (Алгашки), на надлуговой террасе, на узком мысу, образованном изгибом реки.","91","34","3094","50","2",,"2","3","7","false","2","true","false","false","141","5","true","true","1775","266","266","55.164252778","49.279175"," 55° 9' 51"""," 49° 16' 45"""
"882","68","Красно-Польское I","2","3","14","В 2 км к З от с. Красное Поле (пр.б.р. Киятка, пр.п.р. Свияга).","100","55","5500",,"2",,"2","1","1","false","3","true","false","false","148",,"true","false",,"267","267","54.896963889","48.433375"," 54° 53' 49"""," 48° 26' 0"""
"883","69","Красно-Польское II","2","3","14","В З км к З от с. Красное Поле (пр.б.р. Киятка), в 1 км к З от Красно-Польского I селища, на правом берегу Свияги.","100","100","10000",,"2",,"2","1","1","false","3","false","false","false","148",,"true","false",,"268","268","54.896863889","48.417452778"," 54° 53' 49"""," 48° 25' 3"""
"884","569","Краснореченское","3","4","81","В 1-2 км к С от с. Красная Река, на курганообразном останце надпойменной террасы, у самого русла р. Красной.",,,,,,,"2","2","9","false","3","false","false","false","158",,"true","false",,"269","269","54.605144444","49.127488889"," 54° 36' 19"""," 49° 7' 39"""
"885","76","Красный Восток","2","3","38","В 1-1,5 км к СЗ от дер. Красный Восток (п.б.р. Карчелка, л.пр.р. Свияга).","40","30","1200","20","2",,"2","1","1","false","4","false","false","false","149",,"true","false",,"270","270","54.720516667","48.641552778"," 54° 43' 14"""," 48° 38' 30"""
"886","578","Красный Пахарь II","2","2","65","В 1 км к СВ от кладбища б.п. Красный Пахарь.",,,,,,,"3","6","1","false","3","false","false","false","1",,"true","false",,"271","271",,,,
"887","609","Красный Пахарь IV","2","2","65","В 30 м к З от шоссе Тольятти - Севрюкаево, к ЮЮЗ от пересечения трассы с одним из отрогов верховий Брусянского оврага.","230","100","2300","35","2",,"3","6","2","false","3","true","false","false","172",,"true","true",,"272","272","53.222466667","49.484269444"," 53° 13' 21"""," 49° 29' 3"""
"888","610","Красный Пахарь V","2","2","65","В 500 м к З от трассы Севрюкаево - Тольятти напротив дорожного знака ""10/7 км"", на мысу, образованном двумя отрогами в верховьях западной ветви Кольцовского оврага.","125","85",,,,,"3","7","5","false","3","false","false","false","172",,"true","true",,"273","273","53.224136111","49.481363889"," 53° 13' 27"""," 49° 28' 53"""
"889","611","Красный Пахарь VII","2","2","65","Селище расположено в 30 м к З от шоссе Севрюкаево – С.Солонец. С юга и севера селище ограничено отрогами оврага, идущего от деревни Кольцово Ставропольского р-на Самарской области, а с запада самим оврагом.","300","220","66000",,"5",,"3","6","5","false","3","false","false","false","172",,"true","true",,"274","274","53.214980556","49.471280556"," 53° 12' 54"""," 49° 28' 17"""
"890","365","Кубасское","2","3","42","В 1,3-1,5 км к ЮВ от З края села Кубассы, в верховьях р. Кубаска, пр. пр. р. Камы, на правом берегу реки, в местности ""Жилище"".","1000","70","70000","50","5",,"2","1","3","false","1","false","false","false","133",,"true","false",,"275","275","55.383447222","50.416594444"," 55° 23' 0"""," 50° 24' 60"""
"891","366","Кубасское","3","3","42","В 0,5 км к ЮВ от с. Кубассы, в осыпях берега.","30","5","150",,"2",,"2","1","1","false","1","false","false","false","133",,"true","false",,"276","276","55.386180556","50.409586111"," 55° 23' 10"""," 50° 24' 35"""
"892","571","Кувшиновка I","2","4","83","В 2 км к ЮЗ от п.Ульяновский (1 км к ЮВ от с.Луговое), при д. Кувшиновка, на левом берегу Свияги, на мысу высокой надпойменной террасы.",,,,,,,"2","3","7","false","3","false","false","false","164",,"true","false",,"277","277","54.187786111","48.223794444"," 54° 11' 16"""," 48° 13' 26"""
"893","347","Кузкеевское","2","3","39","В 0,25 км к СЗ от центральной части села Кузкеево (л.пр.р.Инеш, л.пр.р. Игат, л.пр.р. Ик), на краю высокой террасы.","65","30","1950",,"2",,"2","5","1","false","4","false","false","false","126",,"true","false",,"278","278","55.774833333","52.801927778"," 55° 46' 29"""," 52° 48' 7"""
"894","399","Куйбышевское","1","3","37","На правом берегу р. Бездны, на полуострове, образованном излучиной реки, в 0,5 км к СВ от быв. Г. Куйбышева [В Археологической карте Татарстана - Старокуйбышевское городище].",,,,"100",,,"2","3","7","false","2","false","false","false","141",,"true","true",,"279","279","55.044263889","49.38285"," 55° 2' 39"""," 49° 22' 58"""
"895","155","Куйбышевское  I","2","3","37","В 4,5 км к З от г. Старого Куйбышева, на краю надлуговой террасы левого берега р. Бездны [В Археологической карте Татарстана - Старокуйбышевское I селище]. Затоплено.","800",,,,,,"2","3","3","false","4","false","false","false","141",,"true","false",,"280","280","55.046144444","49.302258333"," 55° 2' 46"""," 49° 18' 8"""
"896","156","Куйбышевское II","2","3","37","В 1,5 км к В от Старого Куйбышева, на краю надлуговой террасы. Затоплено.","500",,,,,,"2","3","3","false","2","false","false","false","141",,"true","false",,"281","281","55.047483333","49.398858333"," 55° 2' 51"""," 49° 23' 56"""
"897","157","Куйбышевское III","2","3","37","В 1 км к ЮВ от центра Старого Куйбышева, на левом берегу р. Бездны, на краю надлуговой террасы. Затоплено.","200","60","12000","100","3",,"2","3","1","false","2","false","false","false","141",,"true","false",,"282","282","55.045172222","49.394138889"," 55° 2' 43"""," 49° 23' 39"""
"898","158","Куйбышевское IV","2","3","37","В 0,5 км к СВ от Старого Куйбышева, на правом берегу р. Бездны, в 200 м к СВ от Куйбышевского городища, в настоящее время - на острове водохранилища, ранее непосредственно примыкало к городищу [В Археологической карте Татарстана - Старокуйбышевское IV селище].","300","150","45000","60","4",,"2","3","7","true","2","false","false","false","141",,"true","false",,"283","283","55.049144444","49.384202778"," 55° 2' 57"""," 49° 23' 3"""
"899","159","Куйбышевское V","2","3","37","В 200 м к Ю от Куйбышевского городища, на левом берегу р. Бездны [В Археологической карте Татарстана - Старокуйбышевское V селище].",,,,"85",,,"2","3","7","false","2","false","false","false","141",,"true","false",,"284","284","55.041227778","49.381413889"," 55° 2' 28"""," 49° 22' 53"""
"900","315","Кулмаксинское","2","3","30","В 0,8 км к СЗ от с. Кулмакса (пр.б.р. Медведка, пр.пр.р. Шешма), на краю надлуговой террасы.","100","100","10000",,"2",,"2","3","1","false","4","false","false","false","145",,"true","false",,"285","285","55.274091667","51.2487"," 55° 16' 27"""," 51° 14' 55"""
"901","162","Кураловское","2","3","37","В 1,5 км к югу от Кураловского детского дома, в устье речки Утюшки, правого притока р. Бездны, на дюнном возвышении.","400","250","100000","20","7",,"2","3","1","false","2","false","false","false","141",,"true","false",,"286","286","55.036616667","49.421516667"," 55° 2' 12"""," 49° 25' 17"""
"902","303","Курманаевское I","2","3","32","В 60—70 м к СЗ от СЗ края с. Курманаево (л.б.р. Б. Черемшан), на краю надлуговой террасы.","120","70","8400","16","2",,"2","3","3","false","3","false","false","false","161",,"true","false",,"287","287","54.565272222","50.881008333"," 54° 33' 55"""," 50° 52' 52"""
"903","304","Курманаевское II","2","3","32","На Ю окраине с. Курманаево, на краю надлуговой террасы, занимает прибрежную улицу и усадьбы домов.",,,,"100",,,"2","3","3","false","3","false","false","false","161",,"true","false",,"288","288","54.551475","50.901444444"," 54° 33' 5"""," 50° 54' 5"""
"904","350","Кырнышское III","2","3","28","В 1 км к СВ от д. Кырныш, на отлогом склоне коренной высокой террасы, по правую сторону ручья, левого притока р. Ик.","90","70","6300",,"2",,"3","5","1","false","3","false","false","false","126",,"true","false",,"289","289","55.844852778","52.733333333"," 55° 50' 41"""," 52° 43' 60"""
"905","349","Кырнышское IV","2","3","39","В 2 км к ССВ от д. Кырпыш (л.б.р. Ик), на месте Кырнышской III стоянки (""в раздувах дюна"").",,,,,,,"2","1","1","false","3","false","false","false","126",,"true","false",,"290","290","55.854002778","52.733941667"," 55° 51' 14"""," 52° 44' 2"""
"906","98","Лаишевское II","2","3","24","В 2,5 км к востоку от п. Лаишево (л.б.р. Меша, пр.пр.р. Камы), на  левом берегу оврага ""Большая Чакма"", на мысу невысокой надлуговой террасы, полого спускающейся к реке. С В ограничено заливом [В отчете Г.Р. Ишмуратовой - Лаишевское селище].","120","60","7200","20","2",,"2","3","8","false","3","false","false","true","132",,"true","false",,"291","291","55.396819444","49.598527778"," 55° 23' 49"""," 49° 35' 55"""
"907","535","Лебедкинское","2","4","77","В 2,5 км к ЮЗ от д. Лебедка [Лебедевка], на краю высокой надлуговой террасы пр.б.р. Барыш. Терраса высотой 11 м.","130","90","11700",,"3",,"5","3","3","false","3","false","false","false","119",,"true","false",,"292","292","54.522513889","47.062941667"," 54° 31' 21"""," 47° 3' 47"""
"908","213","Ледокольское","3","3","42","В 1,6 км к C от д. Ледокол.",,,,,,,"6","1","1","false","1","false","false","false","143",,"true","false",,"293","293","55.119333333","50.2381"," 55° 7' 10"""," 50° 14' 17"""
"909","212","Ледокольское","2","3","42","В 2 км к СВ от д. Ледокол.",,,,,,,"6","1","1","false","1","false","false","false","143",,"true","false",,"294","294","55.119527778","50.24325"," 55° 7' 10"""," 50° 14' 36"""
