name,descr,epoch,culture,second,type,y,x,id
Ембулатихинская стоянка IV,"Ембулатиха, бывшая деревня Куйбышевского р-на, правый берег реки Бездна, левого притока Камы. Расположена в 3 км к югу от бывшей деревни и в 2,5 км к северо-востоку от бывшего города Куйбышева на размытой оконечности останца надлуговой террасы. Культурный слой размыт. Разведкой ТАЭ 1964 г. на площади 60Х80 м отмечены находки. Материал состоит из фрагментов накольчатой, волосовского типа и приказанской керамики и кремневых изделий.",5,36,,2,49.364819,55.071556,92
Ембулатихинская стоянка IV,"Ембулатиха, бывшая деревня Куйбышевского р-на, правый берег реки Бездна, левого притока Камы. Расположена в 3 км к югу от бывшей деревни и в 2,5 км к северо-востоку от бывшего города Куйбышева на размытой оконечности останца надлуговой террасы. Культурный слой размыт. Разведкой ТАЭ 1964 г. на площади 60Х80 м отмечены находки. Материал состоит из фрагментов накольчатой, волосовского типа и приказанской керамики и кремневых изделий.",6,100000000000011,,2,49.364819,55.071556,93
Ембулатихинская стоянка V,"Ембулатиха, бывшая деревня. Расположена в 2 км к северо-западу от бывшей деревни на краю надлуговой террасы правого берега реки Бездна. Культурный слой размыт. Летом 1967 г. ТАЭ на площади 100Х50 м собран подъемный материал. Находки состоят из кремневых изделий неолитического облика и фрагментов срубной керамики.",5,43,,2,49.342128,55.117683,94
Ембулатихинская стоянка V,"Ембулатиха, бывшая деревня. Расположена в 2 км к северо-западу от бывшей деревни на краю надлуговой террасы правого берега реки Бездна. Культурный слой размыт. Летом 1967 г. ТАЭ на площади 100Х50 м собран подъемный материал. Находки состоят из кремневых изделий неолитического облика и фрагментов срубной керамики.",6,100000000000011,,2,49.342128,55.117683,95
Ембулатихинское поселение,"Ембулатиха, бывшая деревня. Расположено в 1 км к югу от бывшей деревни на размытой мысовой части одной из грив, идущих параллельно течению реки. На площади 100Х30 м собрана керамика срубного типа.",5,43,,2,49.363931,55.103317,96
Ембулатихинское селище I,"Ембулатиха, бывшая деревня. Расположено в 2,5 км к югу от бывшей деревни на мысу невысокой надлуговой террасы. Осенью 1964 г. и в последующие годы АЭ ИЯЛИ КФАН СССР на площади 90 X 130 м был собран подъемный материал, состоящий из орудий труда, оружия и керамики именьковского типа. Здесь же зафиксированы остатки нескольких земляных ям-кладовок. Основная часть находок этого памятника относится к именьковской культуре. Здесь же зафиксирован ряд булгарских находок, в том числе фрагменты сосудов домонгольского времени.",2,15,,2,49.361753,55.069372,97
Ембулатихинское селище III,"Ембулатиха, бывшая деревня. Расположено в 1,7 км к юго-юго-востоку от бывшей деревни и в 0,4 км к северо-востоку от Ембулатихинского селища II, на краю невысокой надлуговой террасы. Поверхность поселения обычно затоплена Куйбышевским водохранилищем. Но в период спада воды осенью 1964 г. ТАЭ на площади 200х7 м был собран подъемный материал, состоящий в основном из керамики именьковского типа. Здесь же найдены фрагменты срубной и булгарской керамики. Культурный слой селища полностью разрушен.",2,15,,2,49.363211,55.082542,98
Ембулатихинское селище III,"Ембулатиха, бывшая деревня. Расположено в 1,7 км к юго-юго-востоку от бывшей деревни и в 0,4 км к северо-востоку от Ембулатихинского селища II, на краю невысокой надлуговой террасы. Поверхность поселения обычно затоплена Куйбышевским водохранилищем. Но в период спада воды осенью 1964 г. ТАЭ на площади 200х7 м был собран подъемный материал, состоящий в основном из керамики именьковского типа. Здесь же найдены фрагменты срубной и булгарской керамики. Культурный слой селища полностью разрушен.",5,43,,2,49.363211,55.082542,99
Западно-Войкинское городище,"Войкино Западное (Малое или Среднее), деревня Куйбышевского р-на, правый берег реки Ахтай. Расположено к северу от деревни и в 1 км к западу от Восточно-Войкинского городища на высоком берегу реки. С востока ограничено излучиной старого течения реки и оврагом, с южной — обрывом к реке, с северной и западной сторон укреплено тройной линией валов и рвов общей шириной до 70 м. Высота валов — 3,5 м. Площадь городища 110000 кв. м. Подъемный материал — булгарская керамика домонгольского периода. Известно с XIX в.",2,11,,1,49.799658,55.119622,100
Зеленовские находки,"Зеленовка, бывшая деревня. В ГМТР из района бывшей деревни Зеленовка хранятся кремневые предметы: долото, тесло, скребок и нуклеус, собранные А. Ф. Лихачевым.",5,100000000000011,,3,49.024825,54.812497,101
Зеленовские находки,"Зеленовка, бывшая деревня. В ГМТР из района бывшей деревни Зеленовка хранятся кремневые предметы: долото, тесло, скребок и нуклеус, собранные А. Ф. Лихачевым.",6,100000000000011,,3,49.024825,54.812497,102
Зеленовское селище,"Зеленовка, бывшая деревня Старомайнского р-на Ульяновской области, правый берег реки Утка, левого притока Волги. Расположено на противоположной стороне деревни, на краю террасы. Обнаружено КАЭ 1939 г. Обследовалось КАЭ 1950, 1955 гг. Площадь 50000 кв. м. Распахивается. Материал—булгарская керамика домонгольского времени.",2,11,,2,49.024094,54.814853,103
Измерская находка,"Измери, село. Из района села происходит деформированный сфероконус с линейным орнаментом на плечиках.",2,15,,3,49.537028,55.137772,104
Измерская стоянка (Девичий Городок) I,"Городок, бывшая деревня Куйбышевского р-на, правый берег речки Грязнуха, левого притока реки Ахтай, левого притока Камы. Расположена в 0,5 км к северу от бывшей деревни и в 100—150 м к западу от городища «Девичий городок», на сниженной оконечности останца надлуговой террасы. Культурный слой размыт. На площади 150Х30 м в 1970-е годы собран материал, состоящий из фрагментов камской неолитической и срубно-приказанской керамики.",5,43,36,2,49.460414,55.132626,105
Измерская стоянка (Девичий Городок) I,"Городок, бывшая деревня Куйбышевского р-на, правый берег речки Грязнуха, левого притока реки Ахтай, левого притока Камы. Расположена в 0,5 км к северу от бывшей деревни и в 100—150 м к западу от городища «Девичий городок», на сниженной оконечности останца надлуговой террасы. Культурный слой размыт. На площади 150Х30 м в 1970-е годы собран материал, состоящий из фрагментов камской неолитической керамики.",6,35,,2,49.460414,55.132626,106
Измерская стоянка II,"Измери, село. Расположена в 1,6 км к северо-западу от села на краю надлуговой террасы. Площадь распространения подъемного материала 30Х30 м. Находки состояли из фрагментов неолитической керамики с накольчатым орнаментом и кремневых изделий. Обнаружена Е.П.  Казаковым в 1964 г.",6,100000000000011,,2,49.514828,55.144758,107
Измерская стоянка III,"Измери, село. В 2,8 км к северу от села в 1964 г А. X. Халиковым, на площади 100Х25 м вдоль берега собраны кремневые изделия.",5,100000000000011,,2,49.536972,55.162356,108
Измерская стоянка III,"Измери, село. В 2,8 км к северу от села в 1964 г А. X. Халиковым, на площади 100Х25 м вдоль берега собраны кремневые изделия.",6,100000000000011,,2,49.536972,55.162356,109
Измерская стоянка IV,"Измери, село. В 1,65 км к северу от села на размытом краю надлуювой террасы РАЭ в 1964 г. на площади 130Х30 м собраны фрагменты неолитической и срубной керамики и кремневые изделия.",5,43,,2,49.538344,55.152181,110
Измерская стоянка IV,"Измери, село. В 1,65 км к северу от села на размытом краю надлуювой террасы РАЭ в 1964 г. на площади 130Х30 м собраны фрагменты неолитической и кремневые изделия.",6,100000000000011,,2,49.538344,55.152181,111
Измерская стоянка IX,"Измери, село. В 0,8 км к северо-западу от села на краю надлуговой террасы в 1968 г. П. Н. Старостин собрал подъемный материал, состоящий из фрагментов неолитической керамики с накольчатым орнаментом и позднеприказанской керамики, а также большого количества кремневых изделий.",5,36,,2,49.517413,55.14766,112
Измерская стоянка IX,"Измери, село. В 0,8 км к северо-западу от села на краю надлуговой террасы в 1968 г. П. Н. Старостин собрал подъемный материал, состоящий из фрагментов неолитической керамики с накольчатым орнаментом и, а также большого количества кремневых изделий.",6,100000000000011,,2,49.517413,55.14766,113
Измерская стоянка V,"Измери, село. В 2.5 км к северу от села на краю надлуговой террасы, на площади 100Х 150 м в 1964 г. А. X. Халиковым собрана керамика срубного типа.",5,43,,2,49.538,55.161569,114
Измерская стоянка VI,"Измери, село. В 3 км к северу от села на краю надлуговой террасы Л. X. Халиковым в 1964 г., на площади 100Х X 150 м собраны фрагменты накольчатой керамики и кремневые изделия.",5,100000000000011,,2,49.536822,55.167886,115
Измерская стоянка VI,"Измери, село. В 3 км к северу от села на краю надлуговой террасы Л. X. Халиковым в 1964 г., на площади 100Х X 150 м собраны фрагменты накольчатой керамики и кремневые изделия.",6,100000000000011,,2,49.536822,55.167886,116
Измерская стоянка VIa,"Измери, село В 3,5 км к северу от села на южной стороне останца надлуговой террасы в 1971 г. Р. С. Габяшевым на плошади 100Х30 м собран матери ал. состоящий из фрагментов неолитической, позднеприказанской и именьковской керамики, а также кремневых орудий",5,43,,2,49.536875,55.172419,117
Измерская стоянка VIa,"Измери, село В 3,5 км к северу от села на южной стороне останца надлуговой террасы в 1971 г. Р. С. Габяшевым на плошади 100Х30 м собран матери ал. состоящий из фрагментов неолитической керамики, а также кремневых орудий",6,100000000000011,,2,49.536875,55.172419,118
Измерская стоянка VII,"Измери, село. В 0,5 км к северо-западу от села на краю размытой надлуговой террасы на протяжении 300 м II. Н. Старостиным в 1968 г. собраны кремневые отщепы и сколы, а также булгарский железный наконечник стрелы",2,15,,2,49.525641,55.150123,119
Измерская стоянка VII,"Измери, село. В 0,5 км к северо-западу от села на краю размытой надлуговой террасы на протяжении 300 м II. Н. Старостиным в 1968 г. собраны кремневые отщепы и сколы.",5,100000000000011,,2,49.525641,55.150123,120
Измерская стоянка VII,"Измери, село. В 0,5 км к северо-западу от села на краю размытой надлуговой террасы на протяжении 300 м II. Н. Старостиным в 1968 г. собраны кремневые отщепы и сколы.",6,100000000000011,,2,49.525641,55.150123,121
Измерская стоянка VIII,"Измери, село. В 2 км к северо-западу от села П. Н. Старостиным в 1968 г. собраны кремневые изделия, медный серп, срубно-приказанская керамика и булгарские железные предметы.",2,15,,2,49.562097,55.146767,122
Измерская стоянка VIII,"Измери, село. В 2 км к северо-западу от села П. Н. Старостиным в 1968 г. собраны кремневые изделия, медный серп, срубно-приказанская керамика.",5,43,36,2,49.562097,55.146767,123
Измерская стоянка X,"Измери, село. В 2,4 км к северо-западу от села П. Н. Старостиным собрана в 1967 1968 гг. энеолитическая керамика, два обломка бронзовых браслета, шило. Здесь же отмечены фрагменты золотоордынской булгарской посуды.",2,18,,2,49.494522,55.147797,124
Измерская стоянка X,"Измери, село. В 2,4 км к северо-западу от села П. Н. Старостиным собрана в 1967 1968 гг. энеолитическая керамика, два обломка бронзовых браслета, шило. Здесь же отмечены фрагменты золотоордынской булгарской посуды.",5,47,,2,49.494522,55.147797,125
Измерские находки I,"Измери, село. В районе села, по сведениям А. X. Халикова, в 1967 г. найден кельт акозинско-меларского типа, а на площади Измерской стоянки I Е. П. Казаков обнаружил в 1964 г. обломок кельта ананьинского типа и 2 фрагмента керамики со шнуровым орнаментом.",4,25,,3,49.460386,55.132686,126
Измерский клад монет I,"Измери, село. В 1873 г. около села найден клад 7271 серебряных джучидских монет. От него сохранились всего 2 монеты Джанибека.",2,18,,8,49.535269,55.133964,127
Измерский могильник,"Измери, село. Расположен в 30—50 м от южного края села, у оврага под названием «Жикэнле елга», где издавна находят человеческие кости. В результате работ Н. Ф. Калинина, Е. П. Казакова, Е. А. Халиковой на глубине 50—60 см вскрыт ряд мусульманских погребений. В отдельных могилах встречены скобы и гвозди от гробовищ.",2,15,,4,49.539671,55.131386,128
Измерский могильник I," Измери, село. Памятник, открытый в 1964 г. Е. П. Казаковым, расположен в 4 км к западу-юго-западу от села, на краю надлуговой террасы левого берега Камы и в 300 м к востоку от городища «Девичий городок». В последующие годы, сильно разрушаемый водой памятник, неоднократно осматривался экспедициями, а в 1972 г. на нем проведены стационарные раскопки Е. А. Халиковой. В настоящее время памятник продолжает активно размываться. Сохранилась лишь небольшая часть. ",2,11,,4,49.496576,55.137918,129
Измерский могильник III,"Измери, село. На западной окраине Измерского селища I, на отмели встречаются кости человека из размытых погребений. В 1979 г. Е. П. Казаковым расчищено 1 погребение в могильной яме размером 240Х60 см, вытянутой по линии север—юг. В южном конце ямы расчищены лежащие в беспорядке остатки костяка и сопровождающих вещей.",3,100000000000011,,4,49.504008,55.1412,130
Измерский могильник IV,"Измери, село. В восточной части Измерского селища в 1972 г. Е. П. Казаковым найдены бронзовый нож, срубный сосуд и кремневые изделия. В 1979 г. на отмели расчищено погребение - частично разрушенный костяк, ориентированный головой на запад-северо-запад, находившийся в слегка скорченном положении на левом боку вниз лицом.",5,43,,4,49.508261,55.143122,131
Измерский могильник V,"Измери, село. В 250 м к югу от северной окраины села, на площади 50х20 м встречаются кости человека из размытых погребений. В 1979 и 1984 гг. Е. П. Казаковым на могильнике вскрыты остатки четырех мусульманских погребений.",2,15,,4,49.531169,55.140339,132
Измерский могильник VI,"Измери, село. В 600 м к северо-северо-западу от села, на отмели, у разрушенной водой коренной террасы в 1983 г. К. П. Казаковым, на площади 10Х20 м найдено три срубных сосуда, видимо, из размытых погребений.",5,43,,4,49.539441,55.153005,133
Измерское палеонтологическое местонахождение,"Здесь в 1981 г. Е. П. Казаковым на материковой глине, на площади 20Х20 м встречено 5 зубов и кости ног мамонта. По всей отмели встречаются кремневые сколы, находки которых отмечались еще с 1961 г. Высота обрыва неразмытой части останца — около 4 м. Стратиграфия по обрыву: дерн—10 см, чернозем — 60 см, ниже идет материковая глина. В ней на глубине 120 см зафиксирован кремневый скол.",7,100000000000011,,3,49.546025,55.138881,134
Измерское селище,"Измери, село. Памятник, открытый Н- II. Казаковым в 1961 г., расположен в 2,5 км к западу-юго-западу от села на низкой надпойменной террасе левого берега Камы. На протяжении более 1 км на отмели встречается многочисленный материал из размытого культурного слоя: фрагменты лепной и круговой булгарской керамики, железные орудия труда, оружие, разнообразные украшения из цветного металла, костяные поделки и т. д. Судя по материалу, а также по найденным могилам, поселение возникло во второй половине — конце Х в. и существовало до монгольского нашествия. Памятник является широко изученным домонгольским сельским поселением булгар. На девяти раскопах Е. П. Казаковым вскрыто свыше 1000 кв. м. В результате многолетних работ изучены многочисленные сооружения: жилища, хозяйственные постройки, ямы и т. д. Здесь же собраны фрагменты срубно-приказангкой керамики, каменные и бронзовые изделия.",2,15,36,2,49.499046,55.139154,135
Измерское селище,"Измери, село. Памятник, открытый Е.П. Казаковым в 1961 г., расположен в 2,5 км к западу-юго-западу от села на низкой надпойменной террасе левого берега Камы. На протяжении более 1 км на отмели встречается многочисленный материал из размытого культурного слоя: фрагменты лепной и круговой булгарской керамики, железные орудия труда, оружие, разнообразные украшения из цветного металла, костяные поделки и т. д. Судя по материалу, а также по найденным могилам, поселение возникло во второй половине — конце Х в. и существовало до монгольского нашествия. Памятник является широко изученным домонгольским сельским поселением булгар. На девяти раскопах Е. П. Казаковым вскрыто свыше 1000 кв. м. В результате многолетних работ изучены многочисленные сооружения: жилища, хозяйственные постройки, ямы и т. д. Здесь же собраны фрагменты срубно-приказанской керамики, каменные и бронзовые изделия.",5,43,36,2,49.499046,55.139154,136
Измерское селище II,"Измери, село. Памятник, открытый в 1974 г. Е. П. Казаковым, расположен на северо-восточной окраине села на невысоком всхолмлении надлуговой террасы. В сильно разрушенном обнажении берега прослеживаются остатки древних и поздних сооружений. На отмели встречаются обломки именьковских и булгарских сосудов, металлические изделия. Найдена золотоордынская монета.",2,11,,2,49.547444,55.142489,137
Измерское селище III," Измери, село. Расположено на возвышении дюны в пойме в 800 м к югу от юго-восточной окраины села. На площади 300Х100 м встречаются обломай лепной и круговой булгарской посуды. В северной части памятника найдены два обломанных кремневых тесла.",2,18,,2,49.542197,55.121961,138
Измерское селище III," Измери, село. Расположено на возвышении дюны в пойме в 800 м к югу от юго-восточной окраины села. На площади 300Х100 м встречаются обломай лепной и круговой булгарской посуды. В северной части памятника найдены два обломанных кремневых тесла.",5,100000000000011,,2,49.542197,55.121961,139
Измерское селище III," Измери, село. Расположено на возвышении дюны в пойме в 800 м к югу от юго-восточной окраины села. В северной части памятника найдены два обломанных кремневых тесла.",6,100000000000011,,2,49.542197,55.121961,140
Караваевское городище,"Караваево, село Алексеевского р-на, правый берег реки Ахтай. Городище, известное в XIX в. и обследованное ТАЭ в 1946 г., расположено в 1—1,5 км к востоку от села, на берегу старицы реки Ахтай. Местное название «Маришкин клад». С юга и востока ограничено залесенными обрывами верхней террасы. Укрепления прослеживаются со всех сторон в виде вала и рва или двух рвов (с запада и севера). В северном валу — два проезда. Высота валов — 3—4 м. Площадь городища составляет 20 000 кв. м. и залесена. Вещевого материала на городище не обнаружено. Судя по форме, оно близко к булгарским.",2,11,,1,49.860283,55.093661,141
Караваевское селище I,"Караваево, село. Открыто и обследовано ТАЭ в 1946г. в 0,5 км к западу от села, на краю надлуговой террасы реки.",2,15,,2,49.831928,55.098956,142
Караваевское селище II,"Караваево, село. Открыто и обследовано ТАЭ в 1946 г. на северо-западной окраине села, на краю надлуговой террасы.",2,15,,2,49.835878,55.096425,143
Каргопольское селище I," Каргополь, деревня . Расположено в 5 км к юго-востоку от деревни. Распахано. Материал — булгарская керамика домонгольского времени. Открыто в 1946 г.",2,11,,2,49.953367,54.959014,144
Каргопольское селище II,"Каргополь, деревня Алькеевского р-на, левый берег реки Ахтай. Расположено в 1 км к северо-западу от деревни. В обнажениях — культурный слой до 80 см. Прослеживаются ямы. Материал — гончарная и лепная домонгольского периода булгарская керамика. Селище выявлено ТАЭ в 1946 г.",2,11,,2,49.905408,55.006042,145
Катюшинское местонахождение,"Катюшино, деревня Алькеевского р-на, правый берег реки Утка. В 500 м к юго-западу от деревни у края террасы обнаружены обломки гончарной булгарской керамики. Культурный слой не выявлен.",2,15,,3,49.685731,54.740994,146
Каюковское селище (Чувашские Мазарки) I,"Каюки, село Куйбышевского р-на, правый берег реки Ахтай. Расположено в 1 км к востоку от деревни. Местное название—«Чувашские мазарки». В обнажении на расстоянии 100 м зафиксирован культурный слой с булгарской керамикой домонгольского времени. Выявлено в 1946 г.",2,11,,2,49.707853,55.144239,147
Каюковское селище II,"Каюки, село. В 1946 г. в 0,5 км к востоку от села на краю коренной террасы разведкой ТАЭ выявлено селище. Поверхность селища задернована. В обнажении берега на протяжении 280 м встречается вещевой материал (булгарская и именьковская керамика). Дополнительно осмотрено ТАЭ в 1961 г.",2,15,,2,49.704361,55.142,148
Кзылярские курганы,"Кзыляр, бывшая деревня. В 1964 г. Е. П. Казаковым на поле в 1,5 км к юго-востоку от бывшей деревни обнаружены два почти соединенных между собой кургана диаметром до 30 м каждый. Высота первого из них—более 2 м. На нем отмечены ямы грабительских вкопов. С юго-запада к данному кургану примыкает более низкая насыпь.",5,100000000000011,,5,49.468161,55.032464,149
Кзылярское местонахождение,"Кзыляр, бывшая деревня Куйбышевского р-на, правый берег реки Бездна, левого притока Камы. В 5 км к северо-северо-западу от бывшей деревни и в 0,8 км к юго-западу от второй фермы совхоза КИМ Е. П. Казаковым на ныне заболоченной низине встречены фрагменты булгарской гончарной керамики.",2,15,,3,49.4758,55.027336,150
Кимовский клад монет,"КИМ, поселок. Найден в 1955 г. на центральной усадьбе совхоза. От клада сохранились и подверглись исследованию 106 серебряных монет золотоордынских ханов от Узбека (737 г. хиджры) до Мюрида и Абдуллаха (760-е гг.) Место чеканки монет—Сарай ал' Махруса, Сарай ал-Джадид, Гюли-стан.",2,18,,8,49.399736,54.995275,151
Кимовское местонахождение,"КИМ, поселок Куйбышевского р-на, правый берег реки Бездна, левого притока Камы. В 1,2 км к северо-западу от села на размытом краю надлуговой террасы разведкой ТАЭ в 1967 г. обнаружена приказанская керамика.",5,36,,3,49.388664,55.011753,152
Кимовское поселение I,"КИМ, поселок. Расположено в 1,8 км к северо-востоку от центральной усадьбы совхоза на останце надлуговой террасы. Разведкой ТАЭ 1967 г. на площади 200Х50 м собрана керамика срубного типа, кости животных, кремневые отщепы. Здесь же обнаружены фрагменты булгарской керамики.",2,15,,2,49.411858,55.018225,153
Кимовское поселение I,"КИМ, поселок. Расположено в 1,8 км к северо-востоку от центральной усадьбы совхоза на останце надлуговой террасы. Разведкой ТАЭ 1967 г. на площади 200Х50 м собрана керамика срубного типа, кости животных, кремневые отщепы. Здесь же обнаружены фрагменты булгарской керамики.",5,43,,2,49.411858,55.018225,154
Кимовское поселение II,"КИМ, поселок. Расположено в 2 км к северо-востоку от поселка на размытой надлуговой террасе. Разведкой ТАЭ 1973 г. на площади 180Х40 м собрана керамика срубного типа.",5,43,,2,49.414389,55.020661,155
Кимовское поселение III,"КИМ. поселок. Расположено в 180—200 м к западу от Кимовского поселения II на надлуговой террасе. На поверхности поселения разведкой ТАЭ 1973 г. собраны керамика, кремневые орудия, медные слиток, бляшка и рыболовный крючок.",5,43,,2,49.417567,55.024472,156
Кимовское поселение III,"КИМ. поселок. Расположено в 180—200 м к западу от Кимовского поселения II на надлуговой террасе. На поверхности поселения разведкой ТАЭ 1973 г. собраны керамика, кремневые орудия, медные слиток, бляшка и рыболовный крючок.",6,100000000000011,,2,49.417567,55.024472,157
Кимовское селище,"КИМ, поселок. Расположено в северо-северо-восточной окраине поселка на краю надлуговой террасы. Открыто Е. П. Казаковым в 1961 г. Площадь селища 220 X 100 м. В заложенном шурфе выявлен культурный слой мощностью 50 см. Материал представлен лепной и гончарной булгарской керамикой домонгольского периода.",2,11,,2,49.395072,55.001272,158
Кирпично-Островное местонахождение I,"Измери, село. В 2,5 км к северо-западу от села в 100 м к западу от Кириично-Островного поселения 1 в 1971 г. собран керамический материал срубного типа.",5,43,,3,49.503442,55.1543,159
Кирпично-Островное поселение I,"Измери, село Куйбышевского р-на. левый берег реки Ахтай, левого притока Камы. В 2,5 км к севере западу от села на останце первой надлуговой террасы в 1971 г. раз водкой Е. П. Казакова собрана керамика срубной культуры, обломки булгарской посуды, бронзовые украшения и монеты.",2,11,,2,49.504994,55.154281,160
Кирпично-Островное поселение I,"Измери, село Куйбышевского р-на. левый берег реки Ахтай, левого притока Камы. В 2,5 км к севере западу от села на останце первой надлуговой террасы в 1971 г. раз водкой Е. П. Казакова собрана керамика срубной культуры, обломки булгарской посуды, бронзовые украшения и монеты.",5,43,,2,49.504994,55.154281,161
Кирпично-Островное поселение II,"Измери, село. В 2 км к северо-западу от села на останце первой надлуговой террасы, в 200 м к востоку от поселения 1 на площади 100Х^0 м в 1971 г. собрана керамика срубного типа.",5,43,,2,49.515642,55.146822,162
Кожаевское селище I,"Кожаевка, село. Расположено в 700 м к северо-востоку от деревни. Подъемный материал — булгарская керамика домонгольского облика.",2,11,,2,49.639056,55.123594,163
Кожаевское селище II," Кожаевка, деревня, правый берег реки Ахтай. Расположено в 1 км к северу от деревни. Площадь — 350—300 м. Культурный слой до 60 см. Найденный материал — большое количество булгарской керамики домонгольского периода, кости животных, грузило, пряслице, железные предметы. Выявлено разведкой ТАЭ в 1946 г.",2,11,,2,49.631897,55.134636,164
Кожаевское селище III,"Кожаевка, село Куйбышевского р-на, левый берег реки Ахтай. В 1961 г. Е. П. Казаковым на восточной окраине села на краю надлуговой террасы на площади 100Х60 м собрана именьковская и булгарская керамика",2,15,,2,49.627264,55.12865,165
Кожаевское селище IV,"Кожаевка, деревня. Расположено в 0,6 км к западу от деревни, на восточном мысу коренной террасы реки. Задерновано. По обнажениям площадь селища определяется в 120х80 м, культурный слой имеет мощность около 50 см. Материал—булгарская керамика домонгольского типа. Выявлено Е. П. Казаковым в 1961 г.",2,11,,2,49.609753,55.123792,166
Комаровская стоянка I,"Комаровка, бывшая деревня. Открыта в 1967 г. М. Г. Косменко в 5 км к северо-востоку от г. Тетюши и в 1,5 км к сегеро-северо-востоку от бывшей деревни, в седловине между двумя дюнами. Подъемный материал состоит из 145 каменных изделии, в том числе фрагментов конического нуклеуса, 3 резцов на углу пластины, проколок и ножевидных пластин.",7,100000000000011,,2,48.940361,54.960153,167
Комаровская стоянка II,"Комаровка, бывшая деревня. Выявлена М. Г. Косменко в 1967 г. на пологой оконечности дюнной гряды в 200 м к юго-западу от Комаровской стоянки I. Подъемный материал распространен на площади 35Х20 м и состоит из фрагментов срубной керамики.",5,43,,2,48.944136,54.958969,168
Комаровская стоянка III,"Комаровка, бывшая деревня. Расположена на мысу дюны в 300 м к югу от Комаровской стоянки I. Открыта в 1967 г. М. Г. Косменко. Подъемный материал состоит из фрагментов накольчатой и позднеприказанской керамики и кремневых изделий, в том числе наконечников стрел, ножей и резцов.",5,36,,2,48.933494,54.953056,169
Комаровская стоянка III,"Комаровка, бывшая деревня. Расположена на мысу дюны в 300 м к югу от Комаровской стоянки I. Открыта в 1967 г. М. Г. Косменко. Подъемный материал состоит из фрагментов накольчатой и позднеприказанской керамики и кремневых изделий, в том числе наконечников стрел, ножей и резцов.",6,100000000000011,,2,48.933494,54.953056,170
