name,descr,epoch,culture,second,type,y,x,id
Большебакрчынские находки III,"Бакырчи (Большие Бакырчи), с. Из с. в коллекции В. И. Заусайлова хранятся бронзовые акозинско-меларскпй кельт с боковым ушком и коническая подвеска с ушком и боковыми прорезями . Датируются VIII-VI вв. до н. э.",4,25,,3,48.201403,55.251631,94
Большекайбицкие находки I,"Большие Кайбицы, с. Апастовского р-на, р. Малая Бирля, пр. пр. р. Бирля. Из с. в коллекции В. И. Заусайлова имеются два целых и два обломка каменных сверленых топора.",5,27,,3,48.187978,55.407669,95
Большекайбицкие находки II,"Большие Кайбицы, с. Апастовского р-на, р. Малая Бирля, пр. пр. р. Бирля.Из с. в коллекции В. И. Заусайлова сохранился медный узковисло-обушной топор и бронзовый нож, характерные для абашевских древностей.",5,40,,3,48.187764,55.407183,96
Большекайбицкие находки III,"Большие Кайбицы, с. Апастовского р-на, р. Малая Бирля, пр. пр. р. Бирля.Из с. происходят бронзовый кельт, медный брусок четырехугольной формы и железный кинжал, характерные для раннеананьинского времени.",4,25,,3,48.187697,55.407525,97
Большекарлангинское местонахожение,"Большая Карланга, д. На месте Большого Карлангинского селища I найдены фрагменты гончарной посуды.",2,15,,3,48.391886,54.976231,98
Большекармалинское селище,"Большие Кармалы, с. Камско-Устьинского р-на, л. б. р. Амгамка. К ЮВ от с. на СЗ берегу озера Байкал в обнажениях в 1949 г. найдены обломки гончарной керамики н обнаружены две ямы глубиной 2м.",2,18,,2,49.135275,55.193308,99
Большекляринское городище,"Большие Кляри, с. Камско-Устьинского р-на, л. б. р. Сухая Улема, пр. пр. Свияги. Расположено в 1 км к ССЗ от с. Форма — круглая, площадь — 3 300 м2, занята под сады. Окружено со всех сторон линией укреплений, кроме восточной, где она разрушена старым руслом реки. Линия укрепления состоит из двух-трех валов и рвов, с западной стороны — вал и ров. Проездов пять, высота валов и глубина рвов—3 м. В 1949 и 1960 гг. выявлен культурный слой мощностью 60 см. Материал представлен фрагментами гончарной керамики и костями животных.",2,15,,1,48.971739,55.239336,100
Большекляринское кладбище,"Большие Кляри, с. Кладбище расположено в 2 км к 3 от с.",2,18,,4,48.936106,55.226975,101
Большекокузинское селище I,"Большие Кокузы, с. Апастовского р-на, л. б. р. Сухая Улема, пр. пр. Свияги. Расположено в ЮВ части с. Культурный слой мощностью 50—60 см содержит обломки лепной, с примесью толченой раковины с веревочным орнаментом, и гончарной керамики.",2,18,,2,48.663694,55.308372,102
Большекокузинское селище II,Большие Кокузы. с. Обнаружено в 300 м к СВ от с. на надлуговой террасе. Подъемный материал собран на площади 220Х200 м. Он состоит из гончарной керамики.,2,11,,2,48.666014,55.315164,103
Большекулангинские находки I,"Большая Куланга, д. Апастовского р-на, л. б. Свияги. Из д. в коллекции В. И. Заусайлова имеются каменный сверленый топор и пест-терочник.",5,27,,3,48.408269,55.419269,104
Большекулангинские находки II,"Большая Куланга, д. Апастовского р-на, л. б. Свияги. Из д. в коллекции В. И. Заусайлова хранится медный узковисло-обушной топор, характерный для абашевских древностей.",5,40,,3,48.408419,55.419036,105
Большекулангинское местонахождение,"Большая Куланга, д. Апастовского р-на, л. б. Свияги. В I960 г. АЭ КФАН в 1,5—2 км к ЮВ от д. на небольшом возвышении пологой террасы на площади 20Х80 см собрала подъемный материал, состоящий из фрагментов керамики балановского типа, кремневых отщепов и каменного отбойника.",5,27,,3,48.437553,55.434608,106
Большемеминские находки I,"Большие Меми, с. Верхне-Услонского р-на, верховья р. Меминка. Из с. в коллекции В. И. Заусайлова имеются следующие каменные орудия: сверленые топоры-молоты коротколопастной и ромбически-лопатковидной форм, два шлифованных топора клиновидно-черешковой формы из диорита , кремневые клиновидный топор, тесло, нож на пластине, наконечник дротика и цилиндрической формы пест-курант. П. И. Кротов сообщал, что в 1899г. вблизи с. при выкорчевывании дерева в его корнях были найдены две кремневые стрелки, два обломка каменных долот, каменный молоток, хранящийся в ГМТР.",5,27,,3,48.676814,55.400219,107
Большемеминские находки II,"Большие Меми, с. Вместе с каменными орудиями вблизи с., по сообщению П. И. Кротова, найдены два медных наконечника копья.",5,100000000000011,,3,48.677072,55.3999,108
Большемеминские находки III,"Большие Меми, с. Из с. происходят бронзовые копоушка, рукоятка которой в виде пятиугольной вытянутой пластины украшена изображением бегущего зверя , и колокольчик-подвеска бутыльчатой формы, имеющие аналогии в домонгольско-булгарских древностях.",2,15,,3,48.676814,55.400097,109
Большеподберезинские находки,"Большое Подберезье, с. Апастовского р-на, верховья р. Бирля. Из с. в коллекции В. И. Заусайлова имеется серия каменных предметов балановского облика: три сверленых топора, четыре песта-терочника, обломок кремневого наконечника копья, серповидной формы кремневый нож и асимметричное тесло, а также медный двулезвийный нож.",5,27,,3,47.978942,55.356064,110
Большерусаковские находки,"Большое Русаково, с. Апастовско-го р-на, пр. б. р. Имелли. В 1960 г. АЭ КФАН директор Большерусаковской школы т. Камалеев сообщил, что в 1955 г. в овраге к СЗ от с. школьники нашли каменный топор и кремневое шило, в настоящее время утерянные. В 1958 г. у устья оврага около русла р. Имелли был найден обломок каменного лопастного и сверленого топора. Возможно, с этими же находками связаны имеющиеся в коллекции В. И. Заусайлова обломок кремневой проколки или сверла из кремня и серп-нож.",5,27,,3,48.399836,55.367942,111
Большерусаковское местонахождение,"Большое Русаково, с. Апастовского р-на, пр. б. р. Имелли. В 2 км к Ю от с. АЭ КФАН в 1960 г. на левом берегу глубокого оврага в слое суглинка на глубине 4 м обнаружила 5 обломков фоссиллизированных костей и сильно патизированный скол светло-серого кремня со следами грубой ретуши.",7,100000000000011,,3,48.395206,55.343794,112
Большетарханская стоянка I,"Большие Тарханы, с. В 300 м к ЮЮЗ от с. на площади 100х20—30 м собраны фрагменты керамики. В шурфе выявлен культурный слой мощностью в 30 см, перекрытый слоем селища именьковской культуры.",5,43,,2,48.529161,54.699517,113
Большетарханская стоянка II,"Большие Тарханы, с. На краю берега р. у дороги из с. в г. Тетюши собран материал, состоящий из глиняного грузика в форме усеченного конуса и фрагментов позднесрубных сосудов. Культурный слой распахан.",5,43,,2,48.5489,54.718467,114
Большетарханский могильник I,"Большие Тарханы, с. Могильник открыт АЭ КФАН под руководством Н. Ф. Калинина в 1950 г. В 1957, 1960 гг. АЭ КФАН и КГУ под руководством А.Х.Халикова и В. Ф. Генинга было вскрыто 358 захоронений. В 1970 г. Е. А. Халиковой изучено 7 погребений. Могильник оставлен ранними болгарами и датируется второй половиной VIII —-первой половиной IX вв.",2,14,,4,48.541483,54.708556,115
Большетарханский могильник II,"Большие Тарханы, с. Расположен в 400 м к СВ от с. В 1960 г. АЭ КГУ обнаружены остатки трех захоронений. В одном из погребений встречен кувшин салтовского облика, астрагалы барана, бусы.",2,14,,4,48.554356,54.716858,116
Большетарханское местонахождение (Тархановская прист,"Тархановская пристань, б. пос. В 5,5 км к 3 от места пос. у береговой полосы Куйбышевского водохранилища в 1966-г. обнаружен фрагмент раннеболгарского черного сосуда.",2,14,,3,48.571389,54.636128,117
Большетарханское местонахождение I,"Большие Тарханы, с. На месте селища найдены фрагменты гончарной керамики.",2,15,,3,48.527917,54.698697,118
Большетарханское местонахождение II,"Большие Тарханы, с. АЭ КФАН в 1957 г. на усадьбе жителя Исхакова обнаружила фрагменты. Культурный слой не выявлен.",5,43,,3,48.544047,54.704867,119
Большетарханское местонахождение III,"Большие Тарханы, с. В 250—300 м к ЮЗ от с. на краю надлуговой террасы обнаружены фрагменты позднесрубной керамики.",5,43,,3,48.543208,54.707736,120
Большетарханское местонахождение IV,"Большие Тарханы, с. В 400 м к ЮЮЗ от с. обнаружены фрагменты позднесрубной керамики.",5,43,,3,48.534356,54.701531,121
Большетарханское селище III,"Большие Тарханы, с. Расположено в 1200 м к Ю от с. Площадь селища — 180х60 м. Материал состоит из фрагментов гончарной керамики.",2,11,,2,48.546739,54.687392,122
Большетарханское селище IV,"Большие Тарханы, с. Селище находится в 1,5—2 км к 3 Ю 3 от с. Культурный слой селища — 40—45 см. Раскопками вскрыты хозяйственные ямы именьковского периода и булгарские. Именьков-ский материал представлен керамикой и фрагментами фигуры животного, а булгарский—фрагментами гончарной керамики.",2,11,,2,48.510556,54.695367,123
Большетарханское селище VI,"Большие Тарханы, с. Тетюшского р-на, л. б. р. Тарханка, л. пр. р. Кильна. Находится в 1—1,2 км к СВ от с. на краю террасы р. на ровной площадке. Площадь распространения подъемного материала— 130х80 м. Культурный слой имеет толщину 40—50 см. Материал состоит из именьковской и булгарской гончарной и лепной керамики, кусков глиняной обмазки.",2,11,,2,48.542228,54.725514,124
Большетарханское селище VII,"Большие Тарханы, с. Расположено в 800—900 м к СЗ от с. Площадь распространения подъемного материала—50х70 м. Мощность культурного слоя — 25 см. Находки представлены гончарной и лепной керамикой и кусками глиняной обмазки.",2,11,,2,48.525647,54.721475,125
Большетурминские курганы,"Большая Турма,с. Тетюшского р-на, л. б. р. Турма, л. б. р. Улема. У с. известны курганы. ",8,100000000000011,,5,48.6397,55.057628,126
Большетурминские находки,"Большая Турма, с. Тетюшского р-на, р. Турма. В коллекции В. И. Заусайлова из с. имеется железный топор булгарского типа.",2,18,,3,48.661222,55.055717,127
Большетябердинское местонахождение I,"Большое Тябердино, с. Апастовского р-на, пр. б. р. Кубня. В 200 м к СЗ от с. на дюне в 1960 г. обнаружены кремневые осколки, обломки ножевидных пластин, скребок и призматический нуклеус, а также мелкие фрагменты керамики.",8,100000000000011,,3,47.728969,55.28125,128
Большетябердинское местонахождение II,"Большое Тябердино, с. На СВ окраине с. на небольшом песчаном всхолмлении АЭ КФАН в 1960 г. обнаружены фрагменты раннебалановского сосуда и несколько кремневых отщепов и сколов. Раскопки, проведенные в этом же году, оказались безрезультатными.",5,27,,3,47.727403,55.280075,129
Большетябердинское поселение,"Большое Тябердино, с. К СВ от с. за Большое Тябердино, на той же дюне на протяжении более чем 400 м собраны фрагменты срубной керамики.",5,43,,2,47.731544,55.281661,130
Большефроловские находки I,"Большое Фролово, с. Из с. в коллекции В. И. Заусайлова имеются каменные предметы: заготовка шлифованного топора-молота с намеченной втулкой, два клиновидных топора, шесть долот, два тесла, полировальная плита, два песта-молота, три шаровидных терочника; разнообразной формы наконечники стрел — треугольные с черешком, подромбические с усеченным основанием, вытянуто-треугольные с намеченным черешком и щипами, вытянуто-листовидные с ромбическим сечением, листовидные на пластине, треугольные со слегка вогнутым основанием, заготовки наконечников стрел (6 экз.), наконечники дротиков ромбической, подтреугольной и вытянуто-треугольной форм; три ножа, обработанные плоской струйчатой ретушью; проколка на пластине, а также костяное острие с лопаточкообразной рукояткой. В 1909 г. А. М. Тальгрен привез из с. пест-терочник из крупной гальки.",8,100000000000011,,3,48.410417,55.051672,131
Большефроловские находки II,"Большое Фролово, с. Из с. в коллекции В. И. Заусайлова имеется группа бронзовых предметов, характерных для абашевских и приказанских древностей: одноушковый кельт, шестигранный в сечении, с суженным лезвием и прямоугольной фаской, с орнаментальным пояском поверх нее; двуушковый кельт с орнаментом на фаске; кельт-тесло с лобным ушком, арочной и трапециевидной фасками; рыболовный крючок из четырехгранного дрота с бородком; обломок кованого втульчатого наконечника копья; плоский топор-тесло с расширенным лезвием; двулезвийный черенковый нож с намеченным перекрестием; стержень. В 1909 г. А. М. Тальгрен привез из с. медный нож с листовидным лезвием и подтреугольным черенком.",5,100000000000011,,3,48.410589,55.051328,132
Большефроловские находки III,"Большое Фролово, с. Из с. в коллекции В. И. Заусайлова имеется ряд вещей булгарского типа: втульчатый железный наконечник копья с уплощенно-ромбическим в сечении пером, имеющим ту же длину, что и втулка; бронзовая шумящая подвеска в виде фигурки уточки с подвеской на широкой цепочке; свинцовый грузик подпрямоугольной формы. Вещи характерны для XI—XIII вв.",2,11,,3,48.410847,55.051328,133
Большефроловское кладбище,"Большое Фролово, с. По словам местных жителей, в 1903 г. на краю селища было обнаружено погребение с «деревянным гробом» и треугольными серебряными деньгами. Находки состояли из 60 монет «с нерусскими буквами на неправильном круге».",2,18,,4,48.395233,55.043639,134
Большефроловское местонахождение,"Большое Фролово, с. На месте Большефроловского II селища найдены фрагменты гончарной посуды.",2,15,,3,48.370656,55.051389,135
Большефроловское селище,"Большое Фролово, с. Буинского р-на, пр. б. р. Чирка. Расположено у с. Площадь 82 X 80 м. Культурный слой до 55 см. Материал представлен гончарной керамикой.",2,18,,2,48.421414,55.048383,136
Большешемякинское кладбище,"Большое Шемякино, с. Тетюшского р-на, пр. б. безымянного ручья, пр. б. р. Турма. У с. в 1961 г. обследовано кладбище с надгробиями XIV—XV вв.",2,18,,4,48.610847,55.039067,137
Большешемякинское кладбище,"Большое Шемякино, с. Тетюшского р-на, пр. б. безымянного ручья, пр. б. р. Турма. У с. в 1961 г. обследовано кладбище с надгробиями XIV—XV вв.",2,18,,12,48.610847,55.039067,138
Бритвинские находки,"Бритвино, с. Из с. происходят каменные долота и клиновидный топорик.",5,27,,3,48.500767,55.681025,139
Бритвинское местонахождение,"Бритвино, с. Зеленодольского р-на, л. б. Свияги. В 1 км к ЗСЗ от с. в размыве края надлуговой террасы в 1967 г. обнаружено скопление кремневых орудий, пластин и отщепов.",8,100000000000011,,3,48.486031,55.684706,140
Бузаевские находки,"Бузаево, с. Зеленодольского р-на, л. б. Свияги. Из д. происходят кремневые скребок и заготовка наконечника стрелы.",8,100000000000011,,3,48.397547,55.554322,141
Буинкинские находки I,"Буинка (Полевая Буа), д. Апастовского р-на, пр. б. р. Кубня. Из д. в коллекции В. И. Заусайлова имеется каменный топор-молот.",5,27,,3,47.844203,55.309656,142
Буинкинские находки II,"Буинка (Полевая Буа), д. Из д. в коллекции В. И. Заусайлова имеется «жертвенный камень» в виде плиты из темно-серого кварцитового песчаника со стилизованным изображением бараньей головы и выемами от растирания на широких плоскостях и два каменных песта, относящиеся к эпохе раннего железа.",4,25,,3,47.844181,55.309594,143
Буинские находки,"Буинск, г. Из г. в коллекции В. И. Заусайлова имеются кремневые долото, два тесла, клин из диорита . наконечники стрелы подтреугольно-черешковой формы и дротика листовидной формы из кварцита .",8,100000000000011,,3,48.293056,54.975758,144
Буинское местонахождение,"Буинск, г., л. б. р. Карла. В 200—220 м к Ю от г. на дюне обнаружены фрагменты лепной керамики.",5,43,,3,48.27875,54.957075,145
Буинское селище,"Буинск, г. Расположено в 100—150 м к Ю от г. на надпойменной террасе р. Площадь селища 300х300 м. В обнажениях прослеживается культурный слой мощностью 60—70 см. На поверхность селища и в культурном слое собрана гончарная и лепная посуда.",2,11,,2,48.278703,54.958908,146
Буинско-Ивашевские курганы,"Буинск, г. В 2 верстах к ЮВ от г. по дороге на Ивашевку имеется до 10 курганов. В одном из курганов найдено крупное острие из тщательно отшлифованного рога.",5,100000000000011,,5,48.299244,54.932506,147
Булым-Булыхчинские находки,"Булым - Булыхча, с. Из с. в коллекции В. И. Заусайлова имеются обломок кремневого тесла . и скребок из зеленого сланца .",8,100000000000011,,3,48.482711,55.256725,148
Булым-Булыхчинское селище I,"Булым - Булыхча, с. Апастовского р-на, л. б. Свияги. Расположено в 800 м к ЮЗ от с. на краю надлуговой террасы. Площадь распространения подъемного материала 120Х40 м. Культурный слой — 50 см. Находки на селище состоят из гончарной и лепной керамики. Открыто АЭ КФАН 1957 г.",2,11,,2,48.471508,55.245317,149
Бурнашевские находки,"Бурнашево, с. Апастовского р-на, пр. б. р. Була. Из с. в коллекции В. И. Заусайлова имеется обломок долота.",8,100000000000011,,3,48.768178,55.241289,150
Буртасские (Волжские) находки,"Буртасы, д., р. Янасалка, пр. приток Волги. В 1867 г. Н. А. Головкинский приобрел у местных жителей два кремневых наконечника дротиков, найденных в 3,5 км к ЮЗ от д. близ истоков р. Янасалка. На этом месте Н. А. Головкинский обнаружил несколько фрагментов глиняной посуды и кремневые отщепы. Из д. в коллекции ГМТР имеются кремневые скребки, две пластинки, отщеп и обломок наконечника стрелы.",8,100000000000011,,3,49.030808,55.362081,151
Буртасские находки,"Буртасы, д. Камско-Устьинского р-на, пр. б. р. Сухая Улема. Из д. в коллекции В. И. Заусайлова имеются два глиняных грузила бочкообразной формы и в виде гири со сквозным отверстием на сужающемся конце.",2,15,,3,49.041583,55.390939,152
Бурундуковские находки,"Бурундуки, с. Апастовского р-на, устье р. Бирля, л. пр. Свияги. В коллекции А. Ф. Лихачева из с. имеется кремневая ножевидная пластина.",8,100000000000011,,3,48.441036,55.498522,153
Бурцевское селище,"Бурцево, с- Тетюшского р-на, пр. б. Свияги. Расположено в 1 200 м к ССВ от с. на краю оврага «Изгеляр жире» («Земля святых») или «Яхшылар чекары» («Овраг хороших людей»). Площадь его 300х300 м. Материал представлен фрагментами гончарной и лепной керамики.",2,11,,2,48.391669,54.759931,154
Быковские находки I,"Быковка, д. Буинского р-на, л. б. Свияги. Из д. происходит каменный сверленый топор.",5,27,,3,48.213742,55.114467,155
Быковские находки II,"Быковка, д. Из д. происходит железный кинжал с брусковидным навершием и почковидным перекрестьем. Прямоугольная в сечении рукоять слегка сужена к перекрестью. Клинок, узкоромбический в сечении, имеет вытянуто треугольную форму с расширением в верхней части. Датируется IV в. до н. э.",4,25,,3,48.213719,55.114419,156
Бюрганский курган,"Бюрганы, с. В 3-х верстах от села один курган.",8,100000000000011,,5,48.346189,54.822367,157
Бюрганское местонахождение I,"Бюрганы, с. Буинского р-на, л. б. р. Укльча.В 1 км к ВЮВ от с. в 200 м к 3 от Канавинского местонахождения на площади 20х20 м собраны фрагменты керамики с мелкозубчатым и шнуровым орнаментом. Культурный слой достигает мощности 20 см.",5,43,,3,48.3244,54.802517,158
Варваринские (Кувшиновские) находки I,"Варварино, с. В коллекции В. И. Заусайлова из с. имеются следующие каменные орудия: пять сверленых топоров-молотов, три клиновидных топорика, два листовидной формы наконечника дротиков, кремневый нож, пять долот, одно тесло. В 1889 г. близ с. в урочище «Каменная чащоба» были найдены и попали в ту же коллекцию медный двулезвийный нож и кремневый наконечник стрелы .",5,27,,3,48.867936,55.366308,159
Варваринские (Кувшиновские) находки II,"Кувшиново (Варварино), с. Из с. происходит бронзовый акозинско-меларский кельт VIII— VII вв. до н. э.",4,25,,3,48.867936,55.366506,160
Варваринские курганы,"Варварино, с. Камско-Устьинского р-на, пр. б. р. Сухая Улема. По сведениям И. А. Казаринова, у с. имеются курганы. АЭ КФАН в 1960 г. сообщили, что курганы, известные под именем «Казачьих», располагаются в 2 км к СЗ от с.",8,100000000000011,,5,48.858283,55.382272,161
Васюковские курганы,"Васюково, д. Зеленодольского р-на, л. б. р. Пиши, л. пр. Свияги. К. Насыри отмечал у деревни 12 небольших насыпей. В 1950 г. АЭ КФАН под. руководством Н. Ф. Калинина в 2,5 км к ССЗ от д. зафиксировано 9 небольших насыпей, из которых раскопано 5. Под каждым обнаружено по одному погребению, совершенных по абашевскому обряду и сопровождавшихся глиняной посудой и отдельными украшениями абашевского типа.",5,40,,5,48.213986,55.696772,162
Введенско-Слободкинская стоянка I,"Введенская Слобода, с. Верхнеуслонского р-на, пр. б. Свияги. В 1,7 км к ЮЗ от с. в 1967 г. на размыве края надлуговой террасы собраны керамика и кремень.",5,36,,2,48.685781,55.745731,163
Введенско-Слободкинская стоянка II,"Введенская Слобода, с. В 1,5 км к ЮЗ от с. и в 3-х км к ЮЮВ от пос. Свияжск на дюне в 1968 г. обнаружены фрагменты приказанской керамики.",5,36,,2,48.688097,55.74375,164
Верхнеаткозинские находки I,"Верхнее Аткозино, с. Апастовского р-на, л. б. Свияги. Из с. происходит каменный топор-молот.",5,27,,3,48.489033,55.421308,165
Верхнеаткозинские находки II,"Верхнее Аткозино, с. Апастовского р-на, л. б. Свияги. Из с. происходит железный топор, характерный для культуры Волжской Булгарии.",2,15,,3,48.488947,55.422014,166
Верхнеаткозинское селище,"Верхнее Аткозино, с. Апастовского р-на, л. б. Свияги. Расположено в 2 км к СВ от с. на мысу, образованном краем террасы и оврагом. Местное название «Иске-,Юрт» («Старое жилище»). Обследовано АЭ КФАН в 1960 г. Площадь 60Х45 м. Культурный слой 40 см. Найдены, серебряная монета, XVI в. (с отверстием для привески), обломки пряслица и льячки, кости животных и керамика.",2,17,,2,48.508233,55.433608,167
Верхнебалтаевские находки I,"Верхнее Балтаево, д. Апастовского р-на, л. б. р. Черемшан. Из д. в коллекции В. И. Заусайлова имеются каменные обломок сверленого топора, шлифованный клиновидный топор, аналогичный топорик, но меньших размеров ; три кремневых наконечника стрел, подцилиндрической формы пест-терочник, молот с желобчатым перехватом.",5,27,,3,48.247328,55.238542,168
Верхнебалтаевские находки II,"Верхнее Балтаево, д. Из д. известна находка бронзового кельта раннеананьинского типа.",4,25,,3,48.247756,55.238517,169
Верхнебалтаевские находки III,"Верхнее Балтаево, д. В коллекции В. И. Заусайлова из д. имеется железный наконечник стрелы.",2,11,,3,48.247583,55.238542,170
Верхнетарханское местонахождение,"Верхние Тарханы, д. Тетюшского р-на, л. б. р. Тарханка, л. пр. р. Кильна. В 500 м к 3 от д. собрано несколько фрагментов булгарской и лепной керамики. Культурный слой не обнаружен.",2,11,,3,48.51615,54.684019,171
Верхнеуслонские находки,"Верхний Услон, с. Верхнеуслонского р-на, пр. б. Волги. В. И. Заусайлов в 1880-х годах на. острове между с. и Волгой собрал 843 кремневых отщепа и скола и отметил, что «вместе с осколками кремня, мною из других были найдены кости вымерших животных: быка и др. Отщепы невыразительные, из белого мелового кремня, среди них 2—3 патинизированных скола.",7,100000000000011,,3,49.010947,55.767444,172
Вожжинское местонахождение I,"Вожжи, с. Тетюшского р-на, пр. б. Свияги. В 1 км к ЮЗ от с. на краю надлуговой террасы АЭ КФАН в 1957 г. обнаружено несколько фрагментов лепной керамики.",5,43,,3,48.333792,54.727725,173
Вожжинское местонахождение II,"Вожжи, д. В 1 км к ЮЗ от д. найдены фрагменты гончарной и лепной керамики.",2,11,,3,48.334539,54.728483,174
Волковское местонахождение I,"Волково, д. Верхнеуслонского р-на, пр. б. Свияги. В 1,5 км к Ю3 от с. на краю надлуговой террасы в 1967 г. обнаружены фрагменты лепной керамики и отщепы кремня.",5,100000000000011,,3,48.56083611,55.66496944,175
Волковское местонахождение II,"Волково, д. В 300 м к СВ от №. 23 в 1967 г. собрана лепная керамика.",2,15,,3,48.566225,55.682672,176
Волковское местонахождение III,"Волково, д. Зеленодольского р-на, л. б. Свияги. Уд. на дюне обнаружен обломок гончарного сосуда и железный нож.",2,15,,3,48.558792,55.6748,177
Волковское местонахождение IV,"Волково, д. В 300—350 м к ЗСЗ от I местонахождения на краю надлуговой террасы в 1967 г. обнаружены фрагменты лепной керамики.",5,100000000000011,,3,48.559,55.675061,178
Воробьевские находки,"Воробьевка, д. Верхнеуслонского р-на, пр. б. Волги. Из д. в разных коллекциях имеются кремневые тесло с желобчатым выемом, два наконечника стрел или дротиков с подтреугольным пером и вытянутым черешком.",8,100000000000011,,3,48.926261,55.718386,179
Вязовские находки,"Вязовые, пос. Зелено­дольского р-на, пр. б. Волги. Из пос. происходит каменное долото.",8,100000000000011,,3,48.523803,55.798214,180
Гаврилковское местонахождение I,"Гаврилково, д. В 0,9 км к В от д. на краю останца надлуговой террасы встречаются кремневые отщепы и фрагменты лепной керамики.",5,100000000000011,,3,48.659972,55.715761,181
Гаврилковское местонахождение II,"Гаврилково, д. В 2 км к В от д. на краю надлуговой террасы в 1967 г. обнаружены фрагменты приказанской керамики.",5,36,,3,48.6736,55.718936,182
Гаврилковское местонахождение III,"Гаврилково, д. В 2,5 км к СВ от д. на острове в 1967 г. обнаружены фрагменты приказанской керамики.",5,36,,3,48.643994,55.739622,183
Гаврилковское местонахождение IV,"Гаврилково, д. На месте позднеприказанского поселения встречаются фрагменты гончарной керамики с многорядным волнистым орнаментом.",2,18,,3,48.603003,55.719831,184
Гаврилковское поселение,"Гаврилково, д. Верхнеуслонского р-на, пр. б. Свияги. В 2 км к 3 от д. располагается позднеприказанская стоянка.",5,36,,2,48.602489,55.719831,185
Гордеевские находки I,"Гордеево, д. Апастовского р-на, р. Сербинка, пр. пр. р. Кубня. Из д. в коллекции В. И. Заусайлова имеется каменный пест-терочник цилиндрической формы.",8,100000000000011,,3,48.285183,55.48745,186
Гордеевские находки II,"Гордеевка, пос. Верхнеуслонского р-на, пр. б. Свияги. В районе пос. найден железный топор, имеющий аналогии в булгарских древностях домонгольской поры.",2,15,,3,48.28515,55.487517,187
Городищенское (Кала-Елгинское) городище,"Городище, с. Дрожжановского р-на, л. б. р. Большая Якла. Расположено к С от с. Длина сохранившейся части укрепления городища составляет 62 м. Она состоит из рва (глубина — 30 см) и половины вала (высота—90 см, ширина—7м). По свидетельству жителей, городище имело круглую форму. Площадь его 7850 м2. На поверхности городища собран материал из обломков гончарной керамики.",2,11,,1,47.515631,54.597414,188
Городищенское (Кала-Елгинское) местонахождение I,"Городище, с. В 900 м к ЗСЗ от с. обнаружены обломки гончарной керамики.",2,15,,3,47.497086,54.562017,189
Городищенское (Кала-Елгинское) местонахождение II,"Городище, с. В 2 км к ЮЗ от с. на площади 80Х50 м собраны фрагменты гончарной керамики.",2,15,,3,47.553128,54.58535,190
Городищенское (Кала-Елгинское) селище,"Городище, с. Расположено в 1 км к С от с. СЮ ограничено оврагом, с С—неглубокой ложбинкой. Площадь селища ЗООХ 180 — 200 м. Культурный слой имеет 15 см толщины. Материал селища — гончарная посуда.",2,11,,2,47.518378,54.600261,191
Городищенское городище,"Городище, д. Городище расположено в 1 км к Ю от д. на склоне верхней террасы реки. Укрепления городища сохранились плохо. Остатки валов и рвов прослеживаются с В и Ю сторон. Ширина вала у основания — до 13 м, высота — до 2 м. В начале века с южной стороны была заметна двойная система валов и рвов с проездом посередине. Площадь городища внутри укреплений — около 10000 м2. Издавна распахивается. В 1909 г. его осмотрел Г. Ахмаров. В 1950 г. обследовано АЭ КФАН. Выявлен культурный слой мощностью до 50 см. Найдено небольшое количество фрагментов гончарной посуды.",2,15,,1,48.428917,55.579775,192
Городищенское селище,"Городище, д. В 0,5 км к 3 от городища расположено селище площадью 100х500 м. Собранные на пашне находки аналогичны материалу городища.",2,15,,2,48.426883,55.586425,193
