name,descr,epoch,culture,second,type,y,x,id
Чишминский могильник I,"Чишма, село Актанышского района, левый берег р. Сюнь, левого притока р. Белой. Расположен на мысу надпойменной террасы в юго-восточном конце деревни. В 1973, 1975 гг. изучено три погребения с западной ориентировкой костяков. Оно сопровождались предметами погружения, конского снаряжения, бронзовыми и серебряными украшениями, сосудами, костями коня. Аналогичные памятники, оставленные приуральскими кочевниками IX—Х вв. и близкие кушнаренковским, известны на широкой территории Урало-Поволжья.",3,10000000003,,4,54.010478,55.583642,63
Байряки-Тамакский могильник,"Баиряки-Тамак, село Бавлинского района, левый берег р. Байряка, левого притока р. Ик. В 1974 г. РАЭ на южной окраине села по левому берегу реки обследован частично разрушенный карьером могильник. Из разрушенных погребений происходят бронзовые орнаментированные зеркала с изображением людей, драконов, животных, напрясла, железные ножницы, серебряная штампованная накладка. Подобные изделия имеют аналоги в курганных погребениях поздних тюрко-язычных кочевников XIII—XIV вв.",2,10000000004,,4,53.493556,54.723697,64
Игимский могильник I,"Игим, бывшее село. В 1970 г. Татарским отрядом НКАЭ во время раскопок Игимской стоянки обнаружены 4 погребения с глиняными сосудами, украшениями, оружием, близкие по обряду к поломсколомоватовским погребениям конца IX— начала Х вв. н. э.",2,10000000005,,4,53.302514,55.788428,65
Нижне-Стярлинский могильник,"Нижнее Стярле, деревня. С южной стороны к Нижне-Стярлинской стоянке III примыкает селище с керамикой чияликского облика. Вдоль старицы материал распространен на 50 м.",2,10000000007,,4,53.497369,54.898933,66
Староваряжский могильник II,"Старый Варяж, село Муслюмовского района, правый берег р. Ик. На склоне коренной террасы у ключа, на восточной окраине села на глубине 20 см в 1971 г. расчищено несколько мусульманских захоронений чияликского типа.",2,10000000007,,4,53.225997,55.3247,67
Староваряжский могильник I,"Старый Варяж, село. На дюне по правому берегу р. Ик в 2 км к западу от села на раскопе, заложенном в 1971 г., вскрыто 5 погребений чияликского типа. На одном из участков встречены обломки известняковой надгробной плиты.",2,10000000007,,4,53.190978,55.327464,68
Дербешкинский могильник,"Дербешкинский, рабочий поселок. Памятник расположен па месте селища ""Керменчук"" I. В 1963 г. П. Н. Старостин вскрыл здесь два мусульманских погребения. В 1983-1986 гг. Т. К. Ютина на площади около 1000 кв. м изучила на могильнике более сотни чияликских погребений, совершенных по мусульманскому обряду с языческими реликтами. В них встречаются лепные круглодонные сосуды с веревочно-гребенчатой орнаментацией, металлические изделия, бусы и другие вещи первой половины II тыс. н. э. На площадке могильника и в засыпи могил выявлены остатки кострищ. На раскопках зафиксированы также следы стоянки и вскрыто погребение эпохи бронзы с сосудами в изголовье.",2,10000000007,,4,53.504856,55.835069,69
Азметьевский могильник I,"Азметьево, деревня Актанышского района, правый берег р. Шабыз, левого притока р. Белой. Расположен в 400 м к северо-северо-западу от деревни на мысу коренной террасы на левом берегу р. Шабыз. В 1971, 1975, 1976, 1979 гг. на нем изучено 107 мусульманских погребений с элементами языческой обрядности. В них встречены сосуды, бусы, височные украшения, бляхи. В ряде захоронений на челюстях скелетов зафиксированы серебряные пластины—остатки погребальных масок. По вещевому и нумизматическому материалу могильник датируется XII—XVI вв. Он является одним из опорных памятников чияликской культуры, оставленной аборигенным урало-прикамским населением в период ассимиляции его тюркоязычными группами.",2,10000000007,,4,53.846439,55.785278,70
Такталачукский могильник,"Такталачук, село. Расположены в 800 м к юго-западу от деревни Уразаево и в 2 км к востоку от соли на мысу коренной террасы, разделявшем поймы по левому берегу р. Белой и правому берегу р. Шабыз. Самую высокую часть мыса занимает городище-убежище с площадкой, изрытой кладоискателями. К западу от городища на широком уступе террасы выявлена группа памятников. В 1956 г. (А. П. Шокуров) здесь обнаружено большое пьяноборское селище и могильник, па котором в 1958 г. (В. Ф. Генинг) изучено два мусульманских погребения. В 1969— 1972, 1976-1979 гг. (Е. П. Казаков) на раскопках I—XIX на площади около 4 тыс. кв. м вскрыто более 350 погребений различных эпох. среди которых 274 чияликских. Мусульманские захоронения почти полностью вскрытого чияликского некрополя как и погребения Азметьевского могильника I содержали заметные языческие реликты. Многие из них, особенно детские и женские, сопровождались круглодонными сосудами с веревочно-гребенчатой орнаментацией, украшениями. серебряными пластинками на зубах— остатками погребальяых масок, монетами ханов Узбека и Джанибска.",2,10000000007,,4,53.914506,55.75035,71
Кузкеевский могильник,"Кузкеево, село Старожилы села сообщили в 1964 г., что в 0, 4 км к северу от села на склоне надлуговой террасы расположено старинное кладбище, называемое «Черемисским». На поверхности памятника заметны следы ям, вытянутых с запада на восток. Вскрыто одно погребение в неглубокой, но довольно широкой яме. Костяк находился на спине, череп повернут лицом на юг, т. е. здесь имеет место мусульманский обряд.",2,100000000000011,,4,52.798332,55.778475,72
Калмурзинское кладбище с надгробиями,"Калмурзино, деревня Мензелинского района, левый берег р. Ик. В 1 км к северо-западу от деревни в поле находится старое заброшенное татарское кладбище с двумя надгробными камнями, на которых имеются грубо оформленные тексты, выполненные арабским шрифтом.",2,100000000000011,,4,53.465222,55.677444,73
Катмышское кладбище,"Катмыш, деревня. Рядом с деревней расположено заброшенное кладбище (240Х120 м), на котором в 1983 г. зафиксировано 14 эпиграфических камней. На многих из них имеются надписи арабским шрифтом, на одном дата 1093—1682 г.",2,100000000000011,,4,53.153353,55.315017,74
Калмурзинский могильник,"Калмурзино, деревня Мензелинского района, левый берег р. Ик. На окруженном старицами останце коренной террасы, называемом «Кер-менчук» в пойменной части правого берега реки в 600 м к юго-западу от деревни и в 2 км к северо-востоку от с. Бикбулово РАЗ в 1980 г. вскрыто 2 погребения с восточной ориентировкой костяков. Сохранились остатки массивных плах от гробовища. Вдоль обрыва останца собраны обломки круговой плоскодонной керамики, возможно, из позднесредневекового поселения. ",2,100000000000011,,4,53.481789,55.667836,75
Мари-Ямалинский могильник,"Мари-Ямалы, бывший поселок. В 100 м к юго-востоку от заготзерна и в 80 м к востоку от Мари-Ямалинского селища находилось перенесенное в связи с затоплением кладбище поселка. На его месте отрядом Е. П. Казакова в 1978 г. собрано несколько свинцовых и бронзовых монетообразных подвесок. Несмотря на то, что кладбище было языческим марийским, над некоторыми могилами стояли каменные мусульманские надгробия с арабскими надписями.",2,100000000000011,,4,53.753767,55.831786,76
Такталачукский могильник на городище,"Такталачук, село. При работах в 1975 г. отрядом Е. П. Казакова на разрушаемой прибрежной части городища на валу вскрыты мусульманские погребения в глубоких ямах.",2,100000000000011,,4,53.874767,55.773336,77
Такталачукский могильник,"Такталачук, село. Расположены в 800 м к юго-западу от деревни Уразаево и в 2 км к востоку от соли на мысу коренной террасы, разделявшем поймы по левому берегу р. Белой и правому берегу р. Шабыз. Самую высокую часть мыса занимает городище-убежище с площадкой, изрытой кладоискателями. К западу от городища на широком уступе террасы выявлена группа памятников. В 1956 г. здесь обнаружено большое пьяноборское селище и могильник, на котором в 1958 г. изучено два мусульманских погребения.",2,100000000000011,,4,53.914506,55.75035,78
Дербешкинский могильник,"Дербешкинский, рабочий поселок. Памятник расположен па месте селища ""Керменчук"" I. В 1963 г. П. Н. Старостин вскрыл здесь два мусульманских погребения. В 1983-1986 гг. Т. К. Ютина на площади около 1000 кв. м изучила на могильнике более сотни чияликских погребений, совершенных по мусульманскому обряду с языческими реликтами. В них встречаются лепные круглодонные сосуды с веревочно-гребенчатой орнаментацией, металлические изделия, бусы и другие вещи первой половины II тыс. н. э. На площадке могильника и в засыпи могил выявлены остатки кострищ. На раскопках зафиксированы также следы стоянки и вскрыто погребение эпохи бронзы с сосудами в изголовье.",5,100000000000011,,4,53.504856,55.835069,79
Меллятамакский могильник V,"Меллятамак, село. На высокой дюне в 1,2 км к северо-востоку от села РАЭ в 1983—1984 гг. на двух раскопах площадью в 396 кв. м вскрыто 23 погребения. Помимо захоронений других культур исследовано 14 неолитических погребений и 4 жертвенных кострища. Костяки, некоторые частично обожженные, лежали вытянуто на спине, головой, в основном, в юго-восточном направлении. Они сопровождались кремневыми наконечниками стрел, резцами байбака, большим количеством роговых вкладышевых кинжалов, наконечников копий, шлифованными сланцевыми теслами, изделиями из кости, кремневыми гантелевидными подвесками и т. д. По своему инвентарю и обряду могильник имеет сходство с Русско-Шуганским неолитическим погребением. В северной части найдено несколько погребений, ориентированных головой на северо-восток. Среди находок отмечены стеклянные бусы и лепное напрясло с примесью раковины в тесте.",6,100000000000011,,4,53.120997,55.332872,80
Русско-Шуганский могильник,"На месте Русско-Шуганского поселения II расчищен костяк со следами охристой подсыпки, ориентированный головой на юго-восток. Рядом с ним находились более 200 бусин из раковин, 40 кремневых ножевидных пластин, наконечники стрел, дротик, подвеска из резцов байбака, гантелевидные подвески из кремня, тальковые «утюжки», развал сосуда с гребенчатым орнаментом, костяные и роговые орудия с кремневыми вкладышами; серп, дротик и т. д.",6,100000000000011,,4,53.221097,55.184372,81
Меллятамакский могильник III,"Меллятамак, село. В восточной части Меллятамакской стоянки II на глубине около 120 см у берегового обрыва в 1982 г. расчищено коллективное захоронение, в котором находились два взрослых и один детский скелеты. Один из взрослых, ориентированный головой на запад, лежал на правом боку со слегка согнутыми коленями. В ногах его, спиной вверх и головой на запад, располагался детский костяк. Руки другого взрослого костяка с восточной ориентировкой были согнуты в локтях и уложены кистями перед лицевой частью черепа. Погребение сопровождалось кремневыми изделиями, костяным ножом, украшенным тонкими перекрещивающимися резными линиями, с кремневыми вкладышами, обломками костяных изделий.",6,100000000000011,,4,53.115475,55.336994,82
Нижнемактаминский могильник,"Нижняя Мактама, село Альметьевского района, левый берег р. Зай. При разработках песчаного карьера около села разрушены древние погребения. Несколько гончарных желто-красного цвета одноручных сосудов из этого памятника переданы в ГМТР.",8,100000000000011,,4,52.484403,54.817386,83
Кырнышский могильник III,"Кырныш, деревня На месте Кырнышской стоянки I в обрыве песчаного котлована з 1977 г. в яме (175Х90 см) расчищены остатки погребения, ориентированного головой на юго-восток.",8,100000000000011,,4,52.701247,55.847572,84
Кырнышский могильник I,"Кырныш, деревня В северной части Кырнышской стоянки VI в 1980 г. расчищено частично разрушенное мусульманское погребение.",8,100000000000011,,4,52.757169,55.832764,85
Меллятамакский могильник II,"Меллятамак, село. В юго-западной части меллятамакского селища II в карьере неоднократно встречались кости человека.",8,100000000000011,,4,53.110356,55.321369,86
Суюндуковский могильник,"Суюндук, деревня. На юго-восточной окраине деревни в обвалах берега встречаются кости человека.",8,100000000000011,,4,53.476292,54.929133,87
Могильник в пос.Победа,"Победа, поселок. По словам местных жителей, в поселке в 80 м от моста через реку при прокладке водопроводной траншеи находили погребения.",8,100000000000011,,4,53.414183,54.857669,88
Курганный могильник у пос.Победа,"Победа, поселок. В 1986 г. Е. П. Казаковым на надпойменной террасе правого берега р. Стерля у функционирующего кладбища в 1,2 км к югу от поселка и в 1 км к юго-западу от второй фермы местного совхоза на площади 200Х120 м выявлено 8 курганов. Насыпи округлые, диаметром 15—23 м и высотой 0,2—0,6 м.",8,100000000000011,,4,53.394269,54.838378,89
Урсаевское кладбище,"Урсаево, село. На правом берегу р. Ик. в 4 км к востоку от села на кладбище находятся надгробия с арабографичными надписями. Часть камней имеет геометрический орнамент.",8,100000000000011,,4,53.277989,55.085803,90
Русско-Шуганский могильник,"Русский Шуган, село. В 3 км к северо-востоку от села и в 300 м южнее городища на террасе правого берега р. Ик в карьере было разрушено около десятка захоронений без вещей.",8,100000000000011,,4,53.230439,55.181058,91
Каракульский могильник,"Каракулы, бывшая деревня. На месте Каракульской стоянки в размыве обрыва на глубине 65 см от поверхности В. Н. Марковым был обнаружен костяк человека, лежавший вытянуто на спине с подогнутыми ногами, головой на северо-восток. По берегу также встречаются отдельные человеческие кости.",8,100000000000011,,4,53.360308,55.842808,92
Старосемиостровский могильник,"Старое Семиострово, бывшее село. Расположен и 800 м к юго-востоку от бывшего села на мысу надлуговой террасы. Раздробленные человеческие кости встречаются на площади 150Х50 м вдоль дороги. На глубине 20 м расчищено детское погребение, совершенное по мусульманскому обряду.",8,100000000000011,,4,53.678339,55.846633,93
Азметьевский могильник II,"Азметьево, деревня. В 1975 г. Е. П. Казаковым на надпойменной террасе по правому берегу р. Шабыз на северо-западной окраине деревни вскрыто мусульманское захоронение в глубокой яме с ляхдом. На поверхности слабо прослеживаются следы еще семи могил.",8,100000000000011,,4,53.851117,55.785817,94
Утяшкинский клад вещей,"Утяшкнно. село. Из района села происходит находка 12 серебряных гривен ""Новгородского тина"", найденных в медном сосуде на огороде. Они попали в ГИМ, антропологический музей Московского университета и Казанский музей.",2,15,,8,51.332992,55.209239,95
Дербеденевский клад,"Дербедень, деревня Альметьевского района, правый берег р. Кичуй. В 1874 г. близ деревни в лесу при расчистке пашни найдена группа медных и бронзовых предметов. Большая часть клада поступила в Уфимский музей, меньшая—в Казанский. В состав клада входят 7 серпов-секачей, 2 одноушковых кельта, кельт с лобным ушком, втульчатое тесло, нож-бритва с упором на черенке, черешковый наконечник стрелы и бляха.",5,43,36,8,52.016164,54.948269,96
Татарско-Шуганский клад,"Татарский Шуган, село Азнакаевского района. В 1956 г. близ села при пахоте обнаружен клад медных серпов, характерных для срубной хультуры.",5,43,,8,53.034667,55.139911,97
Репьевский клад,"Репьевка, бывшая деревня. В 1900 г. в деревне Репьевка (прежнее название Архангельское и Батьма) найдено три серебряных среднеазиатских блюда с чеканным и гравированным орнаментом. Диаметр блюд 23,5—35 см, глубина 3,3— 5, 1 см. Все они имеют центральные медальоны диаметром 7,3—10 см. На двух медальонах изображены гусь и олень.",2,100000000000011,,8,53.287014,54.288233,98
Мелькенский клад,"Старый Мелькен, бывшая деревня Мензелинского района, левый берег р. Ик, левого притока р. Камы. Близ деревни в осыпи правого берега реки в 1858 г. найден клад из семи серебристых сосудов. Шесть из них затерялись, седьмой, украшенный гравировкой. позолотой, чернью, имел изображение царского пира и надпись па арабском и персидском языках. Изготовлен он был в Иране во второй половине XII— первой половины XIII вв.",2,100000000000011,,8,53.423772,55.715947,99
Подгорно-Байларская курганная группа,"Подгорные Байлары, село. На мысу коренной террасы в 1.7 км к востоку от села в 1969 г. раскопан курган диаметром 10 и высотой 0,6 м. Под насыпью находились два жертвенных кострища и два погребения, сопровождающиеся сосудами, характерными для межовского этапа черкаскульской культуры.",5,60,,5,53.022856,55.745364,100
Чишминские курганы I,"Чишма. село. На пашне в 300 м к северо-западу от села располагаются три кургана высотой 1; 0,6; 0,2 м и диаметром 36, 23 и 30 м. В 1981 г. произведены раскопки одного из них. В его центре на глубине 40 см встречено разграбленное средневековое захоронение, а под ним на глубине 155 см расчищен ориентированный головой на восток и слегка повернутый на правый бок костяк со следами охристой подсыпки. В юго-восточной части кургана встречено скорченное детское погребение с восточной ориентацией, сопровождающееся сосудом. Оба захоронения относятся к эпохе ранней бронзы.",2,100000000000011,,5,54.003611,55.591064,101
Новогардалинский курган,"Новые Гардали, бывшая деревня (ныне находится в черте г. Набережные Челны). В 1964 г. получены сведения, что в 1929 г. кладоискателями с. Боровецкое раскопан курган, расположенный в 20 м к северо-западу от деревни, в котором обнаружили золотые вещи и продали их. В 1964 г. насыпь кургана имела овальную в плане форму (17Х10 м) и высоту около 0,9 м. В центре насыпи был заложен глубокий кладоискательский вкоп. Ныне местность застроена городом.",3,100000000000011,,5,52.479917,55.735983,102
Уразаевско-Азнакаевский курган,"Уразаево, село. На высокой коренной террасе по левому берегу небольшой речки, левого притока р. Стярле в 400 м к северо-северо-востоку от села и в 800 м к юго-востоку от горы Чатыртау в 1986 г. РАЭ обнаружен курган размером 65Х45 м. Высота его 1.5 м, по центру имеются западины, возможно, от кладоискательных ям.",5,100000000000011,,5,53.184489,54.867694,103
Крым-Сарайские курганы,"Крым-Сарай, село Бавлинского района, правый берег р. Крым-Сарайка, левого притока р. Дымка, левого притока р. Ик. В 1 км к юго-востоку от села между pp. Дымка и Крым-Сарайка РАЭ в 1985 году зафиксирован сильно распаханный округлый в плане курган диаметром 36 м и высотой 1,2 м. Рядом находился второй курган, в настоящее время распаханный.",5,100000000000011,,5,53.151447,54.511864,104
Муртазинские курганы,"Муртаза, село Бавлинского района, правый берег р. Дымка, левого притока р. Ик. В 1,5 км к юго-западу от села на левом берегу реки на протяжении 750 м разведкой РАЭ в 1985 г. выявлено 5 сильно распаханных курганов диаметром 30—40 м и высотой 0,3—1,4 м.",5,100000000000011,,5,53.103044,54.462692,105
Чишминские курганы I,"Чишма. село. На пашне в 300 м к северо-западу от села располагаются три кургана высотой 1; 0,6; 0,2 м и диаметром 36, 23 и 30 м. В 1981 г. произведены раскопки одного из них. В его центре на глубине 40 см встречено разграбленное средневековое захоронение, а под ним на глубине 155 см расчищен ориентированный головой на восток и слегка повернутый на правый бок костяк со следами охристой подсыпки. В юго-восточной части кургана встречено скорченное детское погребение с восточной ориентацией, сопровождающееся сосудом. Оба захоронения относятся к эпохе ранней бронзы.",5,100000000000011,,5,54.003611,55.591064,106
Чишминский курган II,"Чишма, село. На пашне в 100 м к юго-западу от кирпичного завода у села рядом РАЭ в 1981 г. обнаружен частично распаханный курган. Диаметр его 40 м. высота 0,7 м. На поверхности встречаются мелкие обломки костей.",5,100000000000011,,5,54.000589,55.580594,107
Спиридоновский курган,"Спиридоновка, село Лениногорского района, правый берег р. Шешма, левого притока р. Камы. В 1,—1,2 км к юго-юго-востоку от центра села на мысу коренной террасы высотой 10— 15 м в 1985 г. Р. С. Габяшевым отмечено задернованное курганное возвышение диаметром 20—25 м и высотой 0,5 м.",8,100000000000011,,5,52.082353,54.450572,108
Большеатынский курган,"Большие Аты, село Нижнекамского района, левый берег р. Зай. Расположен в 1300—1400 м к северо-северо-западу от северного конца села. Курган распахан. Имеет примерную высоту 1 м при диаметре 35 м. Местное назначение у жителей села ""Алып аяк каккан"".",8,100000000000011,,5,51.717756,55.399566,109
Карабашский курган,"Карабаш, рабочий поселок В 1984 г. на северной окраине поселка к западу от автодороги обнаружен курган высотой 0,50 м и диаметром 24 м.",8,100000000000011,,5,52.568914,54.708078,110
Кузембетьевский курган,"Кузембетьево, бывшая деревня В 400 м к северу от бывшей деревни в 1986 г. обнаружен на пашне курган диаметром 35 м и высотой 1,5 м.",8,100000000000011,,5,52.680094,54.70085,111
Дмитриевский курган,"Дмитриевка, бывшая деревня Бугульминского района, левый берег р. Зай. В 1 км к юго-востоку от бывшей деревни и в 500 м к западу от нефтебазы в 1986 г. был обнаружен курган диаметром 30 м и высотой 130 см. Курган распахивается.",8,100000000000011,,5,52.761356,54.693642,112
Карабашская курганная группа,"Карабаш. рабочий поселок , правый берег р. Зай. В 2 км к северо-северо-востоку от поселка надалеко от Карабашского водохранилища находятся два кургана диаметром 8 м. Около них прослеживаются остатки третьего распаханного кургана.",8,100000000000011,,5,52.638794,54.704364,113
Юлтемировский курганный могильник,"Юлтемирово, деревня Лениногорского района, левый берег р. Лесная Шешма, правого притока р. Шешма. В 0, 4 км к юго-юго-западу от деревни на мысу коренной террасы В. Н. Марковым в 1985 г. обнаружены три курганообразных возвышения высотой в 50—100 см при диаметре от 15 до 20 м.",8,100000000000011,,5,52.247211,54.487492,114
Яхши-Каранский курган,"Яхшы- Каран, деревня Сармановского района, правый берег р. Мелля, левого притока р. Ик. В 300 м к северо-западу от деревни на склоне коренной террасы обнаружен округлый в плане курган диаметром 18 и высотой 0, 45 м.",8,100000000000011,,5,52.860431,55.157472,115
Урсаевский курган,"Урсаево, село. В 0,8 км к югу от села, к востоку от дороги Тумутук—Урсаево РАЭ в 1974 г. зафиксирован сильно распаханный курган диаметром около 24 м.",8,100000000000011,,5,53.239989,55.065408,116
Наратлинские курганы,"Наратлы, село Бугульминского района, правый берег р. Дымка, левого притока р. Ик. В 2 км к западу от села у подножия склона коренной террасы по левому берегу реки экспедицией РАЭ в 1985 году выявлено два расположенных далеко друг от друга кургана. На одном из них (диаметр 16—18, высота 1 м) зафиксирован грабительский вкоп.",8,100000000000011,,5,53.048369,54.412706,117
Сульские курганы,"Сула, деревня. В 2 км к юго-востоку от деревни и в 100—150 м от края коренной террасы В. Н., Марковым в 1986 г. обнаружены два распахиваемых кургана диаметром 28—30 м и высотой 0,8—1,1 м. На одном из них найдены два отщепа из кремня.",8,100000000000011,,5,52.780928,54.401753,118
Суык-Чишминские курганы,"Суык - Чишма, деревня Бугульминского района, правый берег р. Дымка, левого притока р. Ик. На правом берегу реки в 1 км к юго-востоку от деревни на пологой первой надпойменной террасе разведкой РАЭ в 1985 г. обнаружена группа сильно расплывшихся курганов диаметром 22—30 м и высотой 0,4—0,9 м.",8,100000000000011,,5,52.952744,54.32855,119
Совхоз-Бавлинские курган II,"Совхоз «Бавлинский», поселок Бавлинского района, левый берег р. Ик. В 2 км к северу от поселка между большаком и приустьевой частью р. Кандыз разведкой РАЭ в 1985 г. выявлен сильно расплывшийся задернованный курган.",8,100000000000011,,5,53.417192,54.191625,120
Совхоз-Бавлинские курганы,"Совхоз «Бавлинский», поселок. В 0,5 км к северу от поселка на северо-западном склоне горы у фермы № 3 зафиксировано несколько курганов.",8,100000000000011,,5,53.420692,54.17825,121
Совхоз-Бавлинские курган III,"Совхоз «Бавлинский», поселок. В 5 км к юго-западу от поселка на склоне мыса коренной террасы, разделяющей поймы р. Кандыз и ее правого притока — небольшого ручья, разведками РАЭ в 1985 г. обнаружен распаханный и прорезанный дорогой курган, расположенный на левом берегу ручья.",8,100000000000011,,5,53.3499,54.152597,122
Хансверкинские курганы I,"Хансверкино, село Бавлинского района, левый берег р. Верхний Кандыз, левого притока р. Ик. В 1,8 км к северо-северо-востоку от села на склоне левого берега р. Верхний Кандыз на площади 110Х60 м, вытянутой по линии север-юг отрядом Е. П. Казакова в 1985 г. выявлено 5 курганов диаметром 7—10 м и высотой 0,35—0,9 м.",8,100000000000011,,5,53.378919,54.062153,123
Хансверкинские курганы V,"Хансверкино, село. Памятник, обнаруженный РАЭ в 1985 г., расположен на пологом склоне коренной террасы правого берега реки в 3, 5 км к югу от села. На площади 200Х250 м зафиксировано 34 курганообразные насыпи высотой от 25 до 50 см и диаметром от 4—5 до 12 м. На некоторых насыпях встречаются обломки известняковых камней.",8,100000000000011,,5,53.354158,54.006892,124
Хансверкинские курганы II,"Хансверкино, село. В 3 км к югу от северо-западного конца села на площади 260Х Х160 м на пологом правом берегу реки отрядом Е. П. Казакова в 1985 г. обнаружено 13 курганных насыпей. Наиболее крупный из них имел диаметр 20 м при высоте 0, 6—1 м.",8,100000000000011,,5,53.351733,54.020431,125
Хансверкинские курганы IV,"Хансверкино, село. Памятник расположен на склоне коренной террасы правого берега реки в 2,5 км к югу от села. В 1985 году отрядом Е. П. Казакова здесь выявлено 26 курганообразных насыпей диаметром от 4—6 до 16 м и высотой от 15—20 до 80 см. В южной части памятника в двух местах прослежены скопления обломков известняковых камней.",8,100000000000011,,5,53.361881,54.015958,126
Хансверкинские курганы III,"Хансверкино, село. В 0, 7 км к востоку от Хан-сверкинских курганов II и в 2, 5 км к югу от северо-западного конца села на задернованном отроге коренной террасы отрядом Е. П. Казакова в 1985 г. зафиксировано 4 кургана. Диаметр двух южных курганов 10 м при высоте 0,4—0,5 м. Северные насыпи имеют высоту 8—12 см.",8,100000000000011,,5,53.36525,54.018586,127
Хансверкинские курганы VII,"Хансверкино, село. В 1,5 км к югу от села на площадке коренной террасы правого берега р. Верхний Кандыз отрядом РАЭ в 1985 г. обнаружен курган диаметром 14 м и высотой 0,4 м.",8,100000000000011,,5,53.358292,54.023492,128
Хансверкинские курганы VI,"Хансверкино, село. В 1,5 км к северо-востоку от села на склоне коренной террасы правого берега реки зафиксировано скопление курганообразных насыпей округлой или овальной формы диаметром иногда до 30 м и высотой 50—60 см. Некоторые насыпи, возможно, образовались при выборке здесь известнякового камня.",8,100000000000011,,5,53.388425,54.056711,129
Бакировская курганная группа,"Бакирово, село Лениногорского района, правый берег р. Шешма. На поверхности высокой коренной террасы к западу от санатория «Бакирово», у кромки леса располагаются 4 распаханных кургана, диаметром около 10 м высотой до 1 м. Выявлены в 1986 г. М. Ш. Галимовой.",8,100000000000011,,5,52.063,54.548139,130
Камско-Полянская курганная группа,"Камские Поляны, рабочий поселок Нижнекамского района, левый берег р. Камы. В 3—4 км к северо-западу от поселка и в 1 км к юго-юго-западу от устья заселенного оврага в поле примерно в 0,5—0,6 км к западу от края оврага в 1986 г. Р. С. Габяшевым отмечена группа из 4 кургано-образных возвышений диаметром 30— 40 м и высотой 0, 4—0, б м.",8,100000000000011,,5,51.368106,55.441728,131
